2438,567  4,988142E-6  0  -0,0009903318  0,005558553
2425,424  4,413044E-6  0  0,001174723  -0,005149737
2412,423  3,84875E-6  0  -0,0009520791  0,004813068
2399,561  3,628468E-6  0  0,001218472  -0,004579114
2386,835  4,637467E-6  0  -0,001896117  0,004979739
2374,243  5,806391E-6  0  0,002020744  -0,00557605
2361,783  5,8338E-6  0  -0,002392186  0,00540826
2349,454  5,276942E-6  0  0,002880181  -0,004796746
2337,252  5,466447E-6  0  -0,003129367  0,004722237
2325,177  4,582122E-6  0  0,002969486  -0,004219676
2313,225  4,022493E-6  0  -0,003058254  0,003712053
2301,396  4,338807E-6  0  0,003483462  -0,003544326
2289,688  4,797297E-6  0  -0,004149747  0,003131927
2278,097  4,252524E-6  0  0,004170402  -0,002515105
2266,624  4,401168E-6  0  -0,004289421  0,002429256
2255,266  6,214275E-6  0  0,005047044  -0,002914713
2244,02  6,896118E-6  0  -0,005127515  0,003320977
2232,887  6,925403E-6  0  0,005281321  -0,003035696
2221,863  6,855614E-6  0  -0,005460784  0,002559665
2210,948  6,755895E-6  0  0,005646711  -0,001899037
2200,139  6,613227E-6  0  -0,005684307  0,001446371
2189,436  6,917595E-6  0  0,00565024  -0,00192671
2178,836  6,575432E-6  0  -0,005511158  0,00178175
2168,338  5,680351E-6  0  0,005231183  -0,001156279
2157,941  5,266049E-6  0  -0,005100985  0,0005781136
2147,644  4,844339E-6  0  0,004889727  0,0003217622
2137,444  4,885388E-6  0  -0,004884137  -0,0003635483
2127,34  5,584834E-6  0  0,005194476  0,0004242566
2117,332  5,425253E-6  0  -0,005084099  -0,0005391409
2107,417  5,258892E-6  0  0,004956143  0,0007328884
2097,595  5,75416E-6  0  -0,005083406  -0,001169591
2087,863  7,066695E-6  0  0,0055126  0,001648418
2078,222  6,611269E-6  0  -0,005205659  -0,001894253
2068,67  5,279501E-6  0  0,004658866  0,001604899
2059,204  4,613074E-6  0  -0,00436372  -0,00140714
2049,825  5,627599E-6  0  0,004550817  0,002168489
2040,531  6,293705E-6  0  -0,004561723  -0,002711776
2031,321  6,612699E-6  0  0,004383015  0,003180117
