t	real_E_t	imag_E_t
-4.36772066902698e-12	0	0
-4.36576730557929e-12	0	0
-4.36381394213161e-12	0	0
-4.36186057868392e-12	0	0
-4.35990721523624e-12	0	0
-4.35795385178855e-12	0	0
-4.35600048834086e-12	0	0
-4.35404712489318e-12	0	0
-4.35209376144549e-12	0	0
-4.3501403979978e-12	0	0
-4.34818703455012e-12	0	0
-4.34623367110243e-12	0	0
-4.34428030765474e-12	0	0
-4.34232694420706e-12	0	0
-4.34037358075937e-12	0	0
-4.33842021731168e-12	0	0
-4.336466853864e-12	0	0
-4.33451349041631e-12	0	0
-4.33256012696862e-12	0	0
-4.33060676352094e-12	0	0
-4.32865340007325e-12	0	0
-4.32670003662556e-12	0	0
-4.32474667317788e-12	0	0
-4.32279330973019e-12	0	0
-4.32083994628251e-12	0	0
-4.31888658283482e-12	0	0
-4.31693321938713e-12	0	0
-4.31497985593945e-12	0	0
-4.31302649249176e-12	0	0
-4.31107312904407e-12	0	0
-4.30911976559639e-12	0	0
-4.3071664021487e-12	0	0
-4.30521303870101e-12	0	0
-4.30325967525333e-12	0	0
-4.30130631180564e-12	0	0
-4.29935294835795e-12	0	0
-4.29739958491027e-12	0	0
-4.29544622146258e-12	0	0
-4.29349285801489e-12	0	0
-4.29153949456721e-12	0	0
-4.28958613111952e-12	0	0
-4.28763276767183e-12	0	0
-4.28567940422415e-12	0	0
-4.28372604077646e-12	0	0
-4.28177267732878e-12	0	0
-4.27981931388109e-12	0	0
-4.2778659504334e-12	0	0
-4.27591258698572e-12	0	0
-4.27395922353803e-12	0	0
-4.27200586009034e-12	0	0
-4.27005249664266e-12	0	0
-4.26809913319497e-12	0	0
-4.26614576974728e-12	0	0
-4.2641924062996e-12	0	0
-4.26223904285191e-12	0	0
-4.26028567940422e-12	0	0
-4.25833231595654e-12	0	0
-4.25637895250885e-12	0	0
-4.25442558906117e-12	0	0
-4.25247222561348e-12	0	0
-4.25051886216579e-12	0	0
-4.24856549871811e-12	0	0
-4.24661213527042e-12	0	0
-4.24465877182273e-12	0	0
-4.24270540837505e-12	0	0
-4.24075204492736e-12	0	0
-4.23879868147967e-12	0	0
-4.23684531803199e-12	0	0
-4.2348919545843e-12	0	0
-4.23293859113661e-12	0	0
-4.23098522768893e-12	0	0
-4.22903186424124e-12	0	0
-4.22707850079355e-12	0	0
-4.22512513734587e-12	0	0
-4.22317177389818e-12	0	0
-4.22121841045049e-12	0	0
-4.21926504700281e-12	0	0
-4.21731168355512e-12	0	0
-4.21535832010744e-12	0	0
-4.21340495665975e-12	0	0
-4.21145159321206e-12	0	0
-4.20949822976438e-12	0	0
-4.20754486631669e-12	0	0
-4.205591502869e-12	0	0
-4.20363813942132e-12	0	0
-4.20168477597363e-12	0	0
-4.19973141252594e-12	0	0
-4.19777804907826e-12	0	0
-4.19582468563057e-12	0	0
-4.19387132218288e-12	0	0
-4.1919179587352e-12	0	0
-4.18996459528751e-12	0	0
-4.18801123183982e-12	0	0
-4.18605786839214e-12	0	0
-4.18410450494445e-12	0	0
-4.18215114149676e-12	0	0
-4.18019777804908e-12	0	0
-4.17824441460139e-12	0	0
-4.17629105115371e-12	0	0
-4.17433768770602e-12	0	0
-4.17238432425833e-12	0	0
-4.17043096081065e-12	0	0
-4.16847759736296e-12	0	0
-4.16652423391527e-12	0	0
-4.16457087046759e-12	0	0
-4.1626175070199e-12	0	0
-4.16066414357221e-12	0	0
-4.15871078012453e-12	0	0
-4.15675741667684e-12	0	0
-4.15480405322915e-12	0	0
-4.15285068978147e-12	0	0
-4.15089732633378e-12	0	0
-4.14894396288609e-12	0	0
-4.14699059943841e-12	0	0
-4.14503723599072e-12	0	0
-4.14308387254303e-12	0	0
-4.14113050909535e-12	0	0
-4.13917714564766e-12	0	0
-4.13722378219998e-12	0	0
-4.13527041875229e-12	0	0
-4.1333170553046e-12	0	0
-4.13136369185692e-12	0	0
-4.12941032840923e-12	0	0
-4.12745696496154e-12	0	0
-4.12550360151386e-12	0	0
-4.12355023806617e-12	0	0
-4.12159687461848e-12	0	0
-4.1196435111708e-12	0	0
-4.11769014772311e-12	0	0
-4.11573678427542e-12	0	0
-4.11378342082774e-12	0	0
-4.11183005738005e-12	0	0
-4.10987669393237e-12	0	0
-4.10792333048468e-12	0	0
-4.10596996703699e-12	0	0
-4.10401660358931e-12	0	0
-4.10206324014162e-12	0	0
-4.10010987669393e-12	0	0
-4.09815651324625e-12	0	0
-4.09620314979856e-12	0	0
-4.09424978635087e-12	0	0
-4.09229642290319e-12	0	0
-4.0903430594555e-12	0	0
-4.08838969600781e-12	0	0
-4.08643633256013e-12	0	0
-4.08448296911244e-12	0	0
-4.08252960566475e-12	0	0
-4.08057624221707e-12	0	0
-4.07862287876938e-12	0	0
-4.07666951532169e-12	0	0
-4.07471615187401e-12	0	0
-4.07276278842632e-12	0	0
-4.07080942497864e-12	0	0
-4.06885606153095e-12	0	0
-4.06690269808326e-12	0	0
-4.06494933463558e-12	0	0
-4.06299597118789e-12	0	0
-4.0610426077402e-12	0	0
-4.05908924429252e-12	0	0
-4.05713588084483e-12	0	0
-4.05518251739714e-12	0	0
-4.05322915394946e-12	0	0
-4.05127579050177e-12	0	0
-4.04932242705408e-12	0	0
-4.0473690636064e-12	0	0
-4.04541570015871e-12	0	0
-4.04346233671102e-12	0	0
-4.04150897326334e-12	0	0
-4.03955560981565e-12	0	0
-4.03760224636796e-12	0	0
-4.03564888292028e-12	0	0
-4.03369551947259e-12	0	0
-4.03174215602491e-12	0	0
-4.02978879257722e-12	0	0
-4.02783542912953e-12	0	0
-4.02588206568185e-12	0	0
-4.02392870223416e-12	0	0
-4.02197533878647e-12	0	0
-4.02002197533879e-12	0	0
-4.0180686118911e-12	0	0
-4.01611524844341e-12	0	0
-4.01416188499573e-12	0	0
-4.01220852154804e-12	0	0
-4.01025515810035e-12	0	0
-4.00830179465267e-12	0	0
-4.00634843120498e-12	0	0
-4.00439506775729e-12	0	0
-4.00244170430961e-12	0	0
-4.00048834086192e-12	0	0
-3.99853497741424e-12	0	0
-3.99658161396655e-12	0	0
-3.99462825051886e-12	0	0
-3.99267488707118e-12	0	0
-3.99072152362349e-12	0	0
-3.9887681601758e-12	0	0
-3.98681479672812e-12	0	0
-3.98486143328043e-12	0	0
-3.98290806983274e-12	0	0
-3.98095470638506e-12	0	0
-3.97900134293737e-12	0	0
-3.97704797948968e-12	0	0
-3.975094616042e-12	0	0
-3.97314125259431e-12	0	0
-3.97118788914662e-12	0	0
-3.96923452569894e-12	0	0
-3.96728116225125e-12	0	0
-3.96532779880357e-12	0	0
-3.96337443535588e-12	0	0
-3.96142107190819e-12	0	0
-3.95946770846051e-12	0	0
-3.95751434501282e-12	0	0
-3.95556098156513e-12	0	0
-3.95360761811745e-12	0	0
-3.95165425466976e-12	0	0
-3.94970089122207e-12	0	0
-3.94774752777439e-12	0	0
-3.9457941643267e-12	0	0
-3.94384080087901e-12	0	0
-3.94188743743133e-12	0	0
-3.93993407398364e-12	0	0
-3.93798071053595e-12	0	0
-3.93602734708827e-12	0	0
-3.93407398364058e-12	0	0
-3.93212062019289e-12	0	0
-3.93016725674521e-12	0	0
-3.92821389329752e-12	0	0
-3.92626052984984e-12	0	0
-3.92430716640215e-12	0	0
-3.92235380295446e-12	0	0
-3.92040043950678e-12	0	0
-3.91844707605909e-12	0	0
-3.9164937126114e-12	0	0
-3.91454034916372e-12	0	0
-3.91258698571603e-12	0	0
-3.91063362226834e-12	0	0
-3.90868025882066e-12	0	0
-3.90672689537297e-12	0	0
-3.90477353192528e-12	0	0
-3.9028201684776e-12	0	0
-3.90086680502991e-12	0	0
-3.89891344158222e-12	0	0
-3.89696007813454e-12	0	0
-3.89500671468685e-12	0	0
-3.89305335123916e-12	0	0
-3.89109998779148e-12	0	0
-3.88914662434379e-12	0	0
-3.88719326089611e-12	0	0
-3.88523989744842e-12	0	0
-3.88328653400073e-12	0	0
-3.88133317055305e-12	0	0
-3.87937980710536e-12	0	0
-3.87742644365767e-12	0	0
-3.87547308020999e-12	0	0
-3.8735197167623e-12	0	0
-3.87156635331461e-12	0	0
-3.86961298986693e-12	0	0
-3.86765962641924e-12	0	0
-3.86570626297155e-12	0	0
-3.86375289952387e-12	0	0
-3.86179953607618e-12	0	0
-3.8598461726285e-12	0	0
-3.85789280918081e-12	0	0
-3.85593944573312e-12	0	0
-3.85398608228544e-12	0	0
-3.85203271883775e-12	0	0
-3.85007935539006e-12	0	0
-3.84812599194238e-12	0	0
-3.84617262849469e-12	0	0
-3.844219265047e-12	0	0
-3.84226590159932e-12	0	0
-3.84031253815163e-12	0	0
-3.83835917470394e-12	0	0
-3.83640581125626e-12	0	0
-3.83445244780857e-12	0	0
-3.83249908436088e-12	0	0
-3.8305457209132e-12	0	0
-3.82859235746551e-12	0	0
-3.82663899401782e-12	0	0
-3.82468563057014e-12	0	0
-3.82273226712245e-12	0	0
-3.82077890367477e-12	0	0
-3.81882554022708e-12	0	0
-3.81687217677939e-12	0	0
-3.81491881333171e-12	0	0
-3.81296544988402e-12	0	0
-3.81101208643633e-12	0	0
-3.80905872298865e-12	0	0
-3.80710535954096e-12	0	0
-3.80515199609327e-12	0	0
-3.80319863264559e-12	0	0
-3.8012452691979e-12	0	0
-3.79929190575021e-12	0	0
-3.79733854230253e-12	0	0
-3.79538517885484e-12	0	0
-3.79343181540715e-12	0	0
-3.79147845195947e-12	0	0
-3.78952508851178e-12	0	0
-3.78757172506409e-12	0	0
-3.78561836161641e-12	0	0
-3.78366499816872e-12	0	0
-3.78171163472104e-12	0	0
-3.77975827127335e-12	0	0
-3.77780490782566e-12	0	0
-3.77585154437798e-12	0	0
-3.77389818093029e-12	0	0
-3.7719448174826e-12	0	0
-3.76999145403492e-12	0	0
-3.76803809058723e-12	0	0
-3.76608472713954e-12	0	0
-3.76413136369186e-12	0	0
-3.76217800024417e-12	0	0
-3.76022463679648e-12	0	0
-3.7582712733488e-12	0	0
-3.75631790990111e-12	0	0
-3.75436454645342e-12	0	0
-3.75241118300574e-12	0	0
-3.75045781955805e-12	0	0
-3.74850445611036e-12	0	0
-3.74655109266268e-12	0	0
-3.74459772921499e-12	0	0
-3.74264436576731e-12	0	0
-3.74069100231962e-12	0	0
-3.73873763887193e-12	0	0
-3.73678427542425e-12	0	0
-3.73483091197656e-12	0	0
-3.73287754852887e-12	0	0
-3.73092418508119e-12	0	0
-3.7289708216335e-12	0	0
-3.72701745818581e-12	0	0
-3.72506409473813e-12	0	0
-3.72311073129044e-12	0	0
-3.72115736784275e-12	0	0
-3.71920400439507e-12	0	0
-3.71725064094738e-12	0	0
-3.7152972774997e-12	0	0
-3.71334391405201e-12	0	0
-3.71139055060432e-12	0	0
-3.70943718715664e-12	0	0
-3.70748382370895e-12	0	0
-3.70553046026126e-12	0	0
-3.70357709681358e-12	0	0
-3.70162373336589e-12	0	0
-3.6996703699182e-12	0	0
-3.69771700647052e-12	0	0
-3.69576364302283e-12	0	0
-3.69381027957514e-12	0	0
-3.69185691612746e-12	0	0
-3.68990355267977e-12	0	0
-3.68795018923208e-12	0	0
-3.6859968257844e-12	0	0
-3.68404346233671e-12	0	0
-3.68209009888902e-12	0	0
-3.68013673544134e-12	0	0
-3.67818337199365e-12	0	0
-3.67623000854597e-12	0	0
-3.67427664509828e-12	0	0
-3.67232328165059e-12	0	0
-3.67036991820291e-12	0	0
-3.66841655475522e-12	0	0
-3.66646319130753e-12	0	0
-3.66450982785985e-12	0	0
-3.66255646441216e-12	0	0
-3.66060310096447e-12	0	0
-3.65864973751679e-12	0	0
-3.6566963740691e-12	0	0
-3.65474301062141e-12	0	0
-3.65278964717373e-12	0	0
-3.65083628372604e-12	0	0
-3.64888292027835e-12	0	0
-3.64692955683067e-12	0	0
-3.64497619338298e-12	0	0
-3.64302282993529e-12	0	0
-3.64106946648761e-12	0	0
-3.63911610303992e-12	0	0
-3.63716273959224e-12	0	0
-3.63520937614455e-12	0	0
-3.63325601269686e-12	0	0
-3.63130264924918e-12	0	0
-3.62934928580149e-12	0	0
-3.6273959223538e-12	0	0
-3.62544255890612e-12	0	0
-3.62348919545843e-12	0	0
-3.62153583201074e-12	0	0
-3.61958246856306e-12	0	0
-3.61762910511537e-12	0	0
-3.61567574166768e-12	0	0
-3.61372237822e-12	0	0
-3.61176901477231e-12	0	0
-3.60981565132462e-12	0	0
-3.60786228787694e-12	0	0
-3.60590892442925e-12	0	0
-3.60395556098157e-12	0	0
-3.60200219753388e-12	0	0
-3.60004883408619e-12	0	0
-3.59809547063851e-12	0	0
-3.59614210719082e-12	0	0
-3.59418874374313e-12	0	0
-3.59223538029545e-12	0	0
-3.59028201684776e-12	0	0
-3.58832865340007e-12	0	0
-3.58637528995239e-12	0	0
-3.5844219265047e-12	0	0
-3.58246856305701e-12	0	0
-3.58051519960933e-12	0	0
-3.57856183616164e-12	0	0
-3.57660847271395e-12	0	0
-3.57465510926627e-12	0	0
-3.57270174581858e-12	0	0
-3.5707483823709e-12	0	0
-3.56879501892321e-12	0	0
-3.56684165547552e-12	0	0
-3.56488829202784e-12	0	0
-3.56293492858015e-12	0	0
-3.56098156513246e-12	0	0
-3.55902820168478e-12	0	0
-3.55707483823709e-12	0	0
-3.5551214747894e-12	0	0
-3.55316811134172e-12	0	0
-3.55121474789403e-12	0	0
-3.54926138444634e-12	0	0
-3.54730802099866e-12	0	0
-3.54535465755097e-12	0	0
-3.54340129410328e-12	0	0
-3.5414479306556e-12	0	0
-3.53949456720791e-12	0	0
-3.53754120376022e-12	0	0
-3.53558784031254e-12	0	0
-3.53363447686485e-12	0	0
-3.53168111341717e-12	0	0
-3.52972774996948e-12	0	0
-3.52777438652179e-12	0	0
-3.52582102307411e-12	0	0
-3.52386765962642e-12	0	0
-3.52191429617873e-12	0	0
-3.51996093273105e-12	0	0
-3.51800756928336e-12	0	0
-3.51605420583567e-12	0	0
-3.51410084238799e-12	0	0
-3.5121474789403e-12	0	0
-3.51019411549261e-12	0	0
-3.50824075204493e-12	0	0
-3.50628738859724e-12	0	0
-3.50433402514955e-12	0	0
-3.50238066170187e-12	0	0
-3.50042729825418e-12	0	0
-3.4984739348065e-12	0	0
-3.49652057135881e-12	0	0
-3.49456720791112e-12	0	0
-3.49261384446344e-12	0	0
-3.49066048101575e-12	0	0
-3.48870711756806e-12	0	0
-3.48675375412038e-12	0	0
-3.48480039067269e-12	0	0
-3.482847027225e-12	0	0
-3.48089366377732e-12	0	0
-3.47894030032963e-12	0	0
-3.47698693688194e-12	0	0
-3.47503357343426e-12	0	0
-3.47308020998657e-12	0	0
-3.47112684653888e-12	0	0
-3.4691734830912e-12	0	0
-3.46722011964351e-12	0	0
-3.46526675619582e-12	0	0
-3.46331339274814e-12	0	0
-3.46136002930045e-12	0	0
-3.45940666585277e-12	0	0
-3.45745330240508e-12	0	0
-3.45549993895739e-12	0	0
-3.45354657550971e-12	0	0
-3.45159321206202e-12	0	0
-3.44963984861433e-12	0	0
-3.44768648516665e-12	0	0
-3.44573312171896e-12	0	0
-3.44377975827127e-12	0	0
-3.44182639482359e-12	0	0
-3.4398730313759e-12	0	0
-3.43791966792821e-12	0	0
-3.43596630448053e-12	0	0
-3.43401294103284e-12	0	0
-3.43205957758515e-12	0	0
-3.43010621413747e-12	0	0
-3.42815285068978e-12	0	0
-3.4261994872421e-12	0	0
-3.42424612379441e-12	0	0
-3.42229276034672e-12	0	0
-3.42033939689904e-12	0	0
-3.41838603345135e-12	0	0
-3.41643267000366e-12	0	0
-3.41447930655598e-12	0	0
-3.41252594310829e-12	0	0
-3.4105725796606e-12	0	0
-3.40861921621292e-12	0	0
-3.40666585276523e-12	0	0
-3.40471248931754e-12	0	0
-3.40275912586986e-12	0	0
-3.40080576242217e-12	0	0
-3.39885239897448e-12	0	0
-3.3968990355268e-12	0	0
-3.39494567207911e-12	0	0
-3.39299230863142e-12	0	0
-3.39103894518374e-12	0	0
-3.38908558173605e-12	0	0
-3.38713221828837e-12	0	0
-3.38517885484068e-12	0	0
-3.38322549139299e-12	0	0
-3.38127212794531e-12	0	0
-3.37931876449762e-12	0	0
-3.37736540104993e-12	0	0
-3.37541203760225e-12	0	0
-3.37345867415456e-12	0	0
-3.37150531070687e-12	0	0
-3.36955194725919e-12	0	0
-3.3675985838115e-12	0	0
-3.36564522036381e-12	0	0
-3.36369185691613e-12	0	0
-3.36173849346844e-12	0	0
-3.35978513002075e-12	0	0
-3.35783176657307e-12	0	0
-3.35587840312538e-12	0	0
-3.3539250396777e-12	0	0
-3.35197167623001e-12	0	0
-3.35001831278232e-12	0	0
-3.34806494933464e-12	0	0
-3.34611158588695e-12	0	0
-3.34415822243926e-12	0	0
-3.34220485899158e-12	0	0
-3.34025149554389e-12	0	0
-3.3382981320962e-12	0	0
-3.33634476864852e-12	0	0
-3.33439140520083e-12	0	0
-3.33243804175314e-12	0	0
-3.33048467830546e-12	0	0
-3.32853131485777e-12	0	0
-3.32657795141008e-12	0	0
-3.3246245879624e-12	0	0
-3.32267122451471e-12	0	0
-3.32071786106703e-12	0	0
-3.31876449761934e-12	0	0
-3.31681113417165e-12	0	0
-3.31485777072397e-12	0	0
-3.31290440727628e-12	0	0
-3.31095104382859e-12	0	0
-3.30899768038091e-12	0	0
-3.30704431693322e-12	0	0
-3.30509095348553e-12	0	0
-3.30313759003785e-12	0	0
-3.30118422659016e-12	0	0
-3.29923086314247e-12	0	0
-3.29727749969479e-12	0	0
-3.2953241362471e-12	0	0
-3.29337077279941e-12	0	0
-3.29141740935173e-12	0	0
-3.28946404590404e-12	0	0
-3.28751068245635e-12	0	0
-3.28555731900867e-12	0	0
-3.28360395556098e-12	0	0
-3.2816505921133e-12	0	0
-3.27969722866561e-12	0	0
-3.27774386521792e-12	0	0
-3.27579050177024e-12	0	0
-3.27383713832255e-12	0	0
-3.27188377487486e-12	0	0
-3.26993041142718e-12	0	0
-3.26797704797949e-12	0	0
-3.2660236845318e-12	0	0
-3.26407032108412e-12	0	0
-3.26211695763643e-12	0	0
-3.26016359418874e-12	0	0
-3.25821023074106e-12	0	0
-3.25625686729337e-12	0	0
-3.25430350384568e-12	0	0
-3.252350140398e-12	0	0
-3.25039677695031e-12	0	0
-3.24844341350263e-12	0	0
-3.24649005005494e-12	0	0
-3.24453668660725e-12	0	0
-3.24258332315957e-12	0	0
-3.24062995971188e-12	0	0
-3.23867659626419e-12	0	0
-3.23672323281651e-12	0	0
-3.23476986936882e-12	0	0
-3.23281650592113e-12	0	0
-3.23086314247345e-12	0	0
-3.22890977902576e-12	0	0
-3.22695641557807e-12	0	0
-3.22500305213039e-12	0	0
-3.2230496886827e-12	0	0
-3.22109632523501e-12	0	0
-3.21914296178733e-12	0	0
-3.21718959833964e-12	0	0
-3.21523623489195e-12	0	0
-3.21328287144427e-12	0	0
-3.21132950799658e-12	0	0
-3.2093761445489e-12	0	0
-3.20742278110121e-12	0	0
-3.20546941765352e-12	0	0
-3.20351605420584e-12	0	0
-3.20156269075815e-12	0	0
-3.19960932731046e-12	0	0
-3.19765596386278e-12	0	0
-3.19570260041509e-12	0	0
-3.1937492369674e-12	0	0
-3.19179587351972e-12	0	0
-3.18984251007203e-12	0	0
-3.18788914662434e-12	0	0
-3.18593578317666e-12	0	0
-3.18398241972897e-12	0	0
-3.18202905628128e-12	0	0
-3.1800756928336e-12	0	0
-3.17812232938591e-12	0	0
-3.17616896593823e-12	0	0
-3.17421560249054e-12	0	0
-3.17226223904285e-12	0	0
-3.17030887559517e-12	0	0
-3.16835551214748e-12	0	0
-3.16640214869979e-12	0	0
-3.16444878525211e-12	0	0
-3.16249542180442e-12	0	0
-3.16054205835673e-12	0	0
-3.15858869490905e-12	0	0
-3.15663533146136e-12	0	0
-3.15468196801367e-12	0	0
-3.15272860456599e-12	0	0
-3.1507752411183e-12	0	0
-3.14882187767061e-12	0	0
-3.14686851422293e-12	0	0
-3.14491515077524e-12	0	0
-3.14296178732755e-12	0	0
-3.14100842387987e-12	0	0
-3.13905506043218e-12	0	0
-3.1371016969845e-12	0	0
-3.13514833353681e-12	0	0
-3.13319497008912e-12	0	0
-3.13124160664144e-12	0	0
-3.12928824319375e-12	0	0
-3.12733487974606e-12	0	0
-3.12538151629838e-12	0	0
-3.12342815285069e-12	0	0
-3.121474789403e-12	0	0
-3.11952142595532e-12	0	0
-3.11756806250763e-12	0	0
-3.11561469905994e-12	0	0
-3.11366133561226e-12	0	0
-3.11170797216457e-12	0	0
-3.10975460871688e-12	0	0
-3.1078012452692e-12	0	0
-3.10584788182151e-12	0	0
-3.10389451837383e-12	0	0
-3.10194115492614e-12	0	0
-3.09998779147845e-12	0	0
-3.09803442803077e-12	0	0
-3.09608106458308e-12	0	0
-3.09412770113539e-12	0	0
-3.09217433768771e-12	0	0
-3.09022097424002e-12	0	0
-3.08826761079233e-12	0	0
-3.08631424734465e-12	0	0
-3.08436088389696e-12	0	0
-3.08240752044927e-12	0	0
-3.08045415700159e-12	0	0
-3.0785007935539e-12	0	0
-3.07654743010621e-12	0	0
-3.07459406665853e-12	0	0
-3.07264070321084e-12	0	0
-3.07068733976315e-12	0	0
-3.06873397631547e-12	0	0
-3.06678061286778e-12	0	0
-3.0648272494201e-12	0	0
-3.06287388597241e-12	0	0
-3.06092052252472e-12	0	0
-3.05896715907704e-12	0	0
-3.05701379562935e-12	0	0
-3.05506043218166e-12	0	0
-3.05310706873398e-12	0	0
-3.05115370528629e-12	0	0
-3.0492003418386e-12	0	0
-3.04724697839092e-12	0	0
-3.04529361494323e-12	0	0
-3.04334025149554e-12	0	0
-3.04138688804786e-12	0	0
-3.03943352460017e-12	0	0
-3.03748016115248e-12	0	0
-3.0355267977048e-12	0	0
-3.03357343425711e-12	0	0
-3.03162007080943e-12	0	0
-3.02966670736174e-12	0	0
-3.02771334391405e-12	0	0
-3.02575998046637e-12	0	0
-3.02380661701868e-12	0	0
-3.02185325357099e-12	0	0
-3.01989989012331e-12	0	0
-3.01794652667562e-12	0	0
-3.01599316322793e-12	0	0
-3.01403979978025e-12	0	0
-3.01208643633256e-12	0	0
-3.01013307288487e-12	0	0
-3.00817970943719e-12	0	0
-3.0062263459895e-12	0	0
-3.00427298254181e-12	0	0
-3.00231961909413e-12	0	0
-3.00036625564644e-12	0	0
-2.99841289219876e-12	0	0
-2.99645952875107e-12	0	0
-2.99450616530338e-12	0	0
-2.9925528018557e-12	0	0
-2.99059943840801e-12	0	0
-2.98864607496032e-12	0	0
-2.98669271151264e-12	0	0
-2.98473934806495e-12	0	0
-2.98278598461726e-12	0	0
-2.98083262116958e-12	0	0
-2.97887925772189e-12	0	0
-2.9769258942742e-12	0	0
-2.97497253082652e-12	0	0
-2.97301916737883e-12	0	0
-2.97106580393114e-12	0	0
-2.96911244048346e-12	0	0
-2.96715907703577e-12	0	0
-2.96520571358808e-12	0	0
-2.9632523501404e-12	0	0
-2.96129898669271e-12	0	0
-2.95934562324503e-12	0	0
-2.95739225979734e-12	0	0
-2.95543889634965e-12	0	0
-2.95348553290197e-12	0	0
-2.95153216945428e-12	0	0
-2.94957880600659e-12	0	0
-2.94762544255891e-12	0	0
-2.94567207911122e-12	0	0
-2.94371871566353e-12	0	0
-2.94176535221585e-12	0	0
-2.93981198876816e-12	0	0
-2.93785862532047e-12	0	0
-2.93590526187279e-12	0	0
-2.9339518984251e-12	0	0
-2.93199853497741e-12	0	0
-2.93004517152973e-12	0	0
-2.92809180808204e-12	0	0
-2.92613844463436e-12	0	0
-2.92418508118667e-12	0	0
-2.92223171773898e-12	0	0
-2.9202783542913e-12	0	0
-2.91832499084361e-12	0	0
-2.91637162739592e-12	0	0
-2.91441826394824e-12	0	0
-2.91246490050055e-12	0	0
-2.91051153705286e-12	0	0
-2.90855817360518e-12	0	0
-2.90660481015749e-12	0	0
-2.9046514467098e-12	0	0
-2.90269808326212e-12	0	0
-2.90074471981443e-12	0	0
-2.89879135636674e-12	0	0
-2.89683799291906e-12	0	0
-2.89488462947137e-12	0	0
-2.89293126602368e-12	0	0
-2.890977902576e-12	0	0
-2.88902453912831e-12	0	0
-2.88707117568063e-12	0	0
-2.88511781223294e-12	0	0
-2.88316444878525e-12	0	0
-2.88121108533757e-12	0	0
-2.87925772188988e-12	0	0
-2.87730435844219e-12	0	0
-2.87535099499451e-12	0	0
-2.87339763154682e-12	0	0
-2.87144426809913e-12	0	0
-2.86949090465145e-12	0	0
-2.86753754120376e-12	0	0
-2.86558417775607e-12	0	0
-2.86363081430839e-12	0	0
-2.8616774508607e-12	0	0
-2.85972408741301e-12	0	0
-2.85777072396533e-12	0	0
-2.85581736051764e-12	0	0
-2.85386399706996e-12	0	0
-2.85191063362227e-12	0	0
-2.84995727017458e-12	0	0
-2.8480039067269e-12	0	0
-2.84605054327921e-12	0	0
-2.84409717983152e-12	0	0
-2.84214381638384e-12	0	0
-2.84019045293615e-12	0	0
-2.83823708948846e-12	0	0
-2.83628372604078e-12	0	0
-2.83433036259309e-12	0	0
-2.8323769991454e-12	0	0
-2.83042363569772e-12	0	0
-2.82847027225003e-12	0	0
-2.82651690880234e-12	0	0
-2.82456354535466e-12	0	0
-2.82261018190697e-12	0	0
-2.82065681845928e-12	0	0
-2.8187034550116e-12	0	0
-2.81675009156391e-12	0	0
-2.81479672811623e-12	0	0
-2.81284336466854e-12	0	0
-2.81089000122085e-12	0	0
-2.80893663777317e-12	0	0
-2.80698327432548e-12	0	0
-2.80502991087779e-12	0	0
-2.80307654743011e-12	0	0
-2.80112318398242e-12	0	0
-2.79916982053473e-12	0	0
-2.79721645708705e-12	0	0
-2.79526309363936e-12	0	0
-2.79330973019167e-12	0	0
-2.79135636674399e-12	0	0
-2.7894030032963e-12	0	0
-2.78744963984861e-12	0	0
-2.78549627640093e-12	0	0
-2.78354291295324e-12	0	0
-2.78158954950556e-12	0	0
-2.77963618605787e-12	0	0
-2.77768282261018e-12	0	0
-2.7757294591625e-12	0	0
-2.77377609571481e-12	0	0
-2.77182273226712e-12	0	0
-2.76986936881944e-12	0	0
-2.76791600537175e-12	0	0
-2.76596264192406e-12	0	0
-2.76400927847638e-12	0	0
-2.76205591502869e-12	0	0
-2.760102551581e-12	0	0
-2.75814918813332e-12	0	0
-2.75619582468563e-12	0	0
-2.75424246123794e-12	0	0
-2.75228909779026e-12	0	0
-2.75033573434257e-12	0	0
-2.74838237089488e-12	0	0
-2.7464290074472e-12	0	0
-2.74447564399951e-12	0	0
-2.74252228055183e-12	0	0
-2.74056891710414e-12	0	0
-2.73861555365645e-12	0	0
-2.73666219020877e-12	0	0
-2.73470882676108e-12	0	0
-2.73275546331339e-12	0	0
-2.73080209986571e-12	0	0
-2.72884873641802e-12	0	0
-2.72689537297033e-12	0	0
-2.72494200952265e-12	0	0
-2.72298864607496e-12	0	0
-2.72103528262727e-12	0	0
-2.71908191917959e-12	0	0
-2.7171285557319e-12	0	0
-2.71517519228421e-12	0	0
-2.71322182883653e-12	0	0
-2.71126846538884e-12	0	0
-2.70931510194116e-12	0	0
-2.70736173849347e-12	0	0
-2.70540837504578e-12	0	0
-2.7034550115981e-12	0	0
-2.70150164815041e-12	0	0
-2.69954828470272e-12	0	0
-2.69759492125504e-12	0	0
-2.69564155780735e-12	0	0
-2.69368819435966e-12	0	0
-2.69173483091198e-12	0	0
-2.68978146746429e-12	0	0
-2.6878281040166e-12	0	0
-2.68587474056892e-12	0	0
-2.68392137712123e-12	0	0
-2.68196801367354e-12	0	0
-2.68001465022586e-12	0	0
-2.67806128677817e-12	0	0
-2.67610792333048e-12	0	0
-2.6741545598828e-12	0	0
-2.67220119643511e-12	0	0
-2.67024783298743e-12	0	0
-2.66829446953974e-12	0	0
-2.66634110609205e-12	0	0
-2.66438774264437e-12	0	0
-2.66243437919668e-12	0	0
