t_laura        	Et_real        	Et_imag        	Et_abs         
-2.120000000000000e-12	-2.133119142994944e-02	1.124685734474744e-01	1.144735766067047e-01
-2.100000000000000e-12	-2.310651952962343e-02	1.226869316382299e-01	1.248438802648194e-01
-2.080000000000000e-12	-5.662435286380587e-04	1.196872727107519e-01	1.196886121595184e-01
-2.060000000000000e-12	3.524563796027587e-02	1.025309070622796e-01	1.084197486542035e-01
-2.040000000000000e-12	3.377327339107714e-02	7.952642308618227e-02	8.640072895775187e-02
-2.020000000000000e-12	1.381660217807095e-02	4.569965928304720e-02	4.774261570477342e-02
-2.000000000000000e-12	-1.123819269682418e-02	-2.362850606513901e-03	1.148390343392243e-02
-1.980000000000000e-12	-2.061284010654157e-02	-5.702462075850081e-02	6.063576955814686e-02
-1.960000000000000e-12	-1.547318753552305e-02	-1.022130966279605e-01	1.033776409809503e-01
-1.940000000000000e-12	-1.971169673869899e-02	-1.331646987349079e-01	1.346157047950841e-01
-1.920000000000000e-12	-3.420553320368096e-02	-1.477759936873983e-01	1.516830999552887e-01
-1.900000000000000e-12	-3.579159928786711e-02	-1.242681278625909e-01	1.293197826399987e-01
-1.880000000000000e-12	-1.449338511783860e-02	-9.369696370591951e-02	9.481128213394428e-02
-1.860000000000000e-12	1.679158138060837e-02	-4.783680131223802e-02	5.069829153973663e-02
-1.840000000000000e-12	4.636714308665760e-02	-2.298784866343088e-02	5.175280808025185e-02
-1.820000000000000e-12	4.725331692441041e-02	-5.406845678704596e-02	7.180720005467020e-02
-1.800000000000000e-12	3.888822986020755e-02	-9.046668075963504e-02	9.847088274879057e-02
-1.780000000000000e-12	2.589612655354845e-02	-9.891599454424396e-02	1.022496129437872e-01
-1.760000000000000e-12	1.260770835197755e-02	-7.314245870418104e-02	7.422111273203437e-02
-1.740000000000000e-12	5.907434629778382e-02	-2.993020577709749e-02	6.622382961117459e-02
-1.720000000000000e-12	1.160365080923016e-01	-1.692219324117080e-02	1.172639408955127e-01
-1.700000000000000e-12	1.247052117527530e-01	-2.258508075689949e-02	1.267338775193699e-01
-1.680000000000000e-12	1.231508863310989e-01	-2.366151182416213e-02	1.254033809190973e-01
-1.660000000000000e-12	1.136781823327252e-01	-5.992746549936134e-02	1.285069268936483e-01
-1.640000000000000e-12	7.386395593284890e-02	-1.099453126491470e-01	1.324532210237582e-01
-1.620000000000000e-12	4.486450811096639e-02	-1.160219848932380e-01	1.243942324491201e-01
-1.600000000000000e-12	2.348908344470877e-02	-1.070237921248761e-01	1.095711144502108e-01
-1.580000000000000e-12	-3.566279711183509e-03	-9.075636094695880e-02	9.082640256727702e-02
-1.560000000000000e-12	-4.629299978159467e-02	-5.170011674200112e-02	6.939700209602191e-02
-1.540000000000000e-12	-7.912079836366977e-02	-2.006608539747217e-02	8.162566089706799e-02
-1.520000000000000e-12	-9.204535192245188e-02	-7.073710268324335e-03	9.231676005736018e-02
-1.500000000000000e-12	-5.063888018538235e-02	1.096988249125111e-02	5.181345875640196e-02
-1.480000000000000e-12	2.820159018701556e-02	3.420590059695284e-02	4.433253122397807e-02
-1.460000000000000e-12	5.947952537506587e-02	4.402249422948264e-02	7.399860766952265e-02
-1.440000000000000e-12	8.046246282669406e-02	6.245143250740061e-02	1.018547463124009e-01
-1.420000000000000e-12	9.548919290647022e-02	5.215921308356747e-02	1.088061095317082e-01
-1.400000000000000e-12	8.109242072275956e-02	5.397249184078503e-02	9.741155257042489e-02
-1.380000000000000e-12	5.867794163065680e-02	7.600647145458977e-02	9.602127127354718e-02
-1.360000000000000e-12	-2.456138908164501e-02	6.365090755600500e-02	6.822536087352740e-02
-1.340000000000000e-12	-1.241603211131677e-01	8.747421706448710e-02	1.518799657294204e-01
-1.320000000000000e-12	-3.155949141488981e-01	1.442396691923200e-01	3.469945705704345e-01
-1.300000000000000e-12	-6.150109638271140e-01	2.508590527164513e-01	6.642053522498528e-01
-1.280000000000000e-12	-6.619433558426211e-01	2.554948687740088e-01	7.095397341333598e-01
-1.260000000000000e-12	-5.732092701952134e-01	1.080464287539715e-01	5.833034357898265e-01
-1.240000000000000e-12	-5.890587905817737e-01	-8.745818363155853e-03	5.891237120507909e-01
-1.220000000000000e-12	-5.090930357759608e-01	1.824492201733321e-02	5.094198624464914e-01
-1.200000000000000e-12	-3.373901153193782e-01	-3.878254465150455e-02	3.396118014511116e-01
-1.180000000000000e-12	-2.446931071818422e-01	-1.240477604906913e-01	2.743402332598345e-01
-1.160000000000000e-12	-1.334487368953213e-01	-1.099631231294612e-01	1.729174769285677e-01
-1.140000000000000e-12	4.655246468373098e-02	-2.787568771061098e-02	5.426035323760368e-02
-1.120000000000000e-12	2.003750524518064e-01	5.290662996316432e-02	2.072420641161523e-01
-1.100000000000000e-12	3.149406211779915e-01	9.864858640710696e-02	3.300289964050123e-01
-1.080000000000000e-12	4.007706018749276e-01	8.173202427810562e-02	4.090198028455206e-01
-1.060000000000000e-12	4.467151717364545e-01	2.333030155567940e-02	4.473239850826345e-01
-1.040000000000000e-12	4.423701213253933e-01	-6.656896516779882e-02	4.473508146465756e-01
-1.020000000000000e-12	3.874295389866916e-01	-1.327082841868623e-01	4.095279433338602e-01
-1.000000000000000e-12	3.233194730203998e-01	-1.570176338076893e-01	3.594301308470877e-01
-9.800000000000001e-13	2.708444266685607e-01	-1.580185593589861e-01	3.135706755411143e-01
-9.599999999999999e-13	2.327852771234744e-01	-1.411882006395273e-01	2.722555660501365e-01
-9.400000000000000e-13	2.069260676603161e-01	-1.159415760526196e-01	2.371936899138067e-01
-9.199999999999999e-13	1.869633337098203e-01	-9.055379084561421e-02	2.077384826853245e-01
-9.000000000000000e-13	1.692274703982078e-01	-6.811355288388608e-02	1.824209221110403e-01
-8.800000000000000e-13	1.551734369791055e-01	-4.945807216320025e-02	1.628646568350812e-01
-8.600000000000000e-13	1.447627745832896e-01	-3.283739759694493e-02	1.484404108926952e-01
-8.400000000000000e-13	1.347321487080721e-01	-1.629684775719518e-02	1.357141818024750e-01
-8.200000000000000e-13	1.226844416854410e-01	8.383744478603724e-04	1.226873062031407e-01
-8.000000000000000e-13	1.055097445760930e-01	1.881688301176029e-02	1.071745365597195e-01
-7.800000000000000e-13	7.982306991105681e-02	3.440607326739661e-02	8.692238128184780e-02
-7.600000000000000e-13	4.762084168558257e-02	4.253409685161658e-02	6.385055957331946e-02
-7.400000000000000e-13	1.492190609520926e-02	4.166686519691375e-02	4.425823015950847e-02
-7.200000000000000e-13	-1.136994917087761e-02	3.492315945618607e-02	3.672741224957918e-02
-7.000000000000000e-13	-2.642761890227607e-02	2.815397183208218e-02	3.861431302982894e-02
-6.800000000000000e-13	-2.964452859654082e-02	2.609782837359501e-02	3.949550254812245e-02
-6.600000000000000e-13	-2.240010156105816e-02	2.942838933266334e-02	3.698370788145144e-02
-6.400000000000000e-13	-6.968660693153651e-03	3.491232878005147e-02	3.560102432097587e-02
-6.200000000000000e-13	1.219648244491434e-02	3.969821242205760e-02	4.152953471369396e-02
-6.000000000000000e-13	2.967481537180824e-02	4.277305904856849e-02	5.205890171453133e-02
-5.800000000000000e-13	4.077154199743764e-02	4.209151652560595e-02	5.860046416432365e-02
-5.600000000000000e-13	4.383625206124264e-02	3.566775336755823e-02	5.651376491675069e-02
-5.400000000000000e-13	4.291931713031263e-02	2.596141104598121e-02	5.016036928124376e-02
-5.200000000000000e-13	4.548617769164675e-02	1.563004429307947e-02	4.809668019312444e-02
-5.000000000000000e-13	5.644486277192877e-02	1.323585806261848e-04	5.644501795673145e-02
-4.800000000000000e-13	7.378227111351920e-02	-2.682700140520005e-02	7.850803484397922e-02
-4.600000000000000e-13	9.182079321473487e-02	-6.855451367265551e-02	1.145896130173997e-01
-4.400000000000000e-13	1.044837443619365e-01	-1.283097427464763e-01	1.654697643666583e-01
-4.200000000000000e-13	1.047420744224900e-01	-2.098922540754258e-01	2.345754899284866e-01
-4.000000000000000e-13	8.532125772615863e-02	-3.180139164082294e-01	3.292606384754696e-01
-3.800000000000000e-13	4.223019040052478e-02	-4.546533586332167e-01	4.566104088801842e-01
-3.600000000000000e-13	-1.771645579300754e-02	-6.171790398367576e-01	6.174332676651685e-01
-3.400000000000000e-13	-7.885205790083501e-02	-8.033896996498593e-01	8.072500582463205e-01
-3.200000000000000e-13	-1.303333897262802e-01	-1.006489784868182e+00	1.014893334061044e+00
-3.000000000000000e-13	-1.637803597057589e-01	-1.205901474371173e+00	1.216972625869586e+00
-2.800000000000000e-13	-1.676018586574752e-01	-1.367726608667920e+00	1.377957350241179e+00
-2.600000000000000e-13	-1.223665993534469e-01	-1.461955358139441e+00	1.467067501456545e+00
-2.400000000000000e-13	2.487017605635868e-02	-1.469720210244417e+00	1.469930618110246e+00
-2.200000000000000e-13	3.311421463200988e-01	-1.374054254105672e+00	1.413393156306969e+00
-2.000000000000000e-13	8.021228617400179e-01	-1.163983869240546e+00	1.413598080494661e+00
-1.800000000000000e-13	1.438875574618575e+00	-8.361699773738828e-01	1.664194444857744e+00
-1.600000000000000e-13	2.257556505856703e+00	-3.755855264618793e-01	2.288585996816282e+00
-1.400000000000000e-13	3.226328094206067e+00	2.105404998941120e-01	3.233190417151303e+00
-1.200000000000000e-13	4.307364530772801e+00	8.674707068314428e-01	4.393847360590743e+00
-1.000000000000000e-13	5.476716993745364e+00	1.552900073681688e+00	5.692620457084756e+00
-8.000000000000000e-14	6.645298477204580e+00	2.192597800383556e+00	6.997676540494304e+00
-6.000000000000000e-14	7.718056651058196e+00	2.633070824082917e+00	8.154842759586499e+00
-4.000000000000000e-14	8.612923510426088e+00	2.784362034587583e+00	9.051802214813531e+00
-2.000000000000000e-14	9.232855885617825e+00	2.567797907579624e+00	9.583277826441119e+00
0.000000000000000e+00	9.573941082626211e+00	1.853110371424809e+00	9.751634011912062e+00
2.000000000000000e-14	9.638642707915647e+00	7.189648648064417e-01	9.665419997479759e+00
4.000000000000000e-14	9.255268954652676e+00	-5.850424038468457e-01	9.273741318219768e+00
6.000000000000000e-14	8.263731474224107e+00	-1.892219765545585e+00	8.477603052703254e+00
8.000000000000000e-14	6.745878947879302e+00	-3.035372920095189e+00	7.397321916983764e+00
1.000000000000000e-13	4.927134640620620e+00	-3.775976722313617e+00	6.207628852811513e+00
1.200000000000000e-13	3.006354708989770e+00	-3.993068940455017e+00	4.998276522911824e+00
1.400000000000000e-13	1.167368801357063e+00	-3.726831717743511e+00	3.905384049073903e+00
1.600000000000000e-13	-3.843819283166554e-01	-3.061227539308850e+00	3.085265550036066e+00
1.800000000000000e-13	-1.498668474247920e+00	-2.095535209728278e+00	2.576290940657815e+00
2.000000000000000e-13	-2.127867142955522e+00	-9.674150304460728e-01	2.337458110684055e+00
2.200000000000000e-13	-2.300395723101854e+00	1.433231193418226e-01	2.304856177596158e+00
2.400000000000000e-13	-2.089462223078203e+00	1.067150770263741e+00	2.346201855797025e+00
2.600000000000000e-13	-1.607623563876205e+00	1.710374569149212e+00	2.347303706366601e+00
2.800000000000000e-13	-9.896175237103025e-01	2.042230932658533e+00	2.269372165499051e+00
3.000000000000000e-13	-3.499659239814583e-01	2.056038544834592e+00	2.085610377274179e+00
3.200000000000000e-13	2.376647173584779e-01	1.789984313163720e+00	1.805693318160445e+00
3.400000000000000e-13	7.042982434874364e-01	1.337049574160066e+00	1.511204016518320e+00
3.600000000000000e-13	9.740164446152354e-01	8.043674391127145e-01	1.263216138072044e+00
3.800000000000000e-13	1.017221898913069e+00	2.850761007489594e-01	1.056413164839657e+00
4.000000000000000e-13	8.736030895048398e-01	-1.471949962840488e-01	8.859168837557292e-01
4.200000000000000e-13	6.133305703407838e-01	-4.410493831657178e-01	7.554461906088422e-01
4.400000000000000e-13	3.072438146939567e-01	-5.796959162589921e-01	6.560839252679849e-01
4.600000000000000e-13	1.737601790085054e-02	-5.830654344547512e-01	5.833242896142748e-01
4.800000000000000e-13	-2.093064381507894e-01	-4.878429038695324e-01	5.308482682530179e-01
5.000000000000000e-13	-3.440716293431972e-01	-3.335791385988354e-01	4.792288887652992e-01
5.200000000000000e-13	-3.820954616217703e-01	-1.615968973352797e-01	4.148620240758880e-01
5.400000000000000e-13	-3.409065182464355e-01	-1.043541295791484e-02	3.410661988918126e-01
5.600000000000000e-13	-2.529950715293056e-01	9.373333520687503e-02	2.698007493449987e-01
5.800000000000000e-13	-1.551864084087365e-01	1.459265715420072e-01	2.130196836839444e-01
6.000000000000000e-13	-7.329804059629846e-02	1.576704790873652e-01	1.738751929715562e-01
6.200000000000000e-13	-1.629917415481683e-02	1.463592197734357e-01	1.472639952290372e-01
6.400000000000000e-13	1.848442694820703e-02	1.252909279823545e-01	1.266471108011673e-01
6.600000000000000e-13	3.675510932898840e-02	1.004480239428821e-01	1.069614116203395e-01
6.800000000000000e-13	4.448519944443827e-02	7.688926419910322e-02	8.883069243617854e-02
7.000000000000000e-13	4.621042515520869e-02	5.800778353178870e-02	7.416405020827814e-02
7.200000000000000e-13	4.173281500725048e-02	4.339121160641023e-02	6.020319836272538e-02
7.400000000000000e-13	3.127183523913365e-02	3.191508308814967e-02	4.468221355021502e-02
7.600000000000000e-13	1.824069240163552e-02	2.266869969487499e-02	2.909626789035854e-02
7.800000000000000e-13	5.323314718572070e-03	1.529274343298308e-02	1.619276632635737e-02
8.000000000000000e-13	-5.882969993682355e-03	9.994793548856464e-03	1.159763915764022e-02
8.200000000000000e-13	-1.442472863324394e-02	7.019694607517852e-03	1.604209800884980e-02
8.400000000000000e-13	-2.047422755713259e-02	5.980846528699579e-03	2.132989731013972e-02
8.600000000000000e-13	-2.515828806782520e-02	5.068018119733172e-03	2.566367600648083e-02
8.800000000000000e-13	-2.960101820054951e-02	2.180191313006263e-03	2.968119796555677e-02
9.000000000000000e-13	-3.401058280796231e-02	-3.492556099000396e-03	3.418943829667177e-02
9.199999999999999e-13	-3.769162517906769e-02	-1.227657354586442e-02	3.964054574127793e-02
9.400000000000000e-13	-3.915497199423495e-02	-2.417764952923408e-02	4.601815477208746e-02
9.599999999999999e-13	-3.723369407290290e-02	-3.863245075922167e-02	5.365458252543031e-02
9.800000000000001e-13	-3.172934981642490e-02	-5.487389626791041e-02	6.338687664962248e-02
1.000000000000000e-12	-2.195724616229765e-02	-7.035023064303261e-02	7.369718862045974e-02
1.020000000000000e-12	-6.527314608744002e-03	-8.001014065791721e-02	8.027595184176405e-02
1.040000000000000e-12	1.413850891002979e-02	-7.879072947882249e-02	8.004921290058996e-02
1.060000000000000e-12	3.534181108341552e-02	-6.403954176848693e-02	7.314442234766513e-02
1.080000000000000e-12	4.916795898820128e-02	-3.800758974424227e-02	6.214551527851445e-02
1.100000000000000e-12	5.109670130374170e-02	-9.337575076959271e-03	5.194288394420981e-02
1.120000000000000e-12	4.607771146881430e-02	1.463941868260099e-02	4.834736883810522e-02
1.140000000000000e-12	4.035607943002125e-02	2.923950041036751e-02	4.983534419676527e-02
1.160000000000000e-12	3.720361569542362e-02	3.766322399503651e-02	5.293984758679481e-02
1.180000000000000e-12	4.388147801798499e-02	4.380165488258564e-02	6.200136356158660e-02
1.200000000000000e-12	5.192762972303675e-02	4.817441953211443e-02	7.083257319841611e-02
1.220000000000000e-12	5.417578838437553e-02	6.340768674773783e-02	8.339994475878199e-02
1.240000000000000e-12	5.488065609660470e-02	9.106996853515838e-02	1.063279153495851e-01
1.260000000000000e-12	4.202549998353585e-02	1.216681842773168e-01	1.287217530730735e-01
1.280000000000000e-12	3.035042652664560e-02	1.573309972272000e-01	1.602316793859894e-01
1.300000000000000e-12	1.134457042538670e-02	1.679118149174008e-01	1.682946133035518e-01
1.320000000000000e-12	-5.546715174479678e-02	1.347055032763123e-01	1.456783358485568e-01
1.340000000000000e-12	-1.156962794078274e-01	1.285114932768469e-01	1.729185732449210e-01
1.360000000000000e-12	-1.134797100255199e-01	9.772206350665075e-02	1.497572912531272e-01
1.380000000000000e-12	-8.837194030430152e-02	1.405215178091876e-02	8.948219265765121e-02
1.400000000000000e-12	-9.899481375360214e-02	-3.767616761166928e-02	1.059219842903869e-01
1.420000000000000e-12	-8.169196765071027e-02	-5.319710112501648e-02	9.748594332902526e-02
1.440000000000000e-12	-5.205679904737988e-02	-6.660155194828456e-02	8.453210661623983e-02
1.460000000000000e-12	-2.667590334956991e-02	-6.668287654933071e-02	7.182067839006309e-02
1.480000000000000e-12	-2.665027703989293e-03	-7.199552816885274e-02	7.204483637968163e-02
1.500000000000000e-12	1.481587009772978e-02	-7.860384363342937e-02	7.998796309884018e-02
1.520000000000000e-12	3.685548495606922e-02	-7.028906249266684e-02	7.936547786944315e-02
1.540000000000000e-12	4.780290359924726e-02	-7.703759878369631e-02	9.066371500703406e-02
1.560000000000000e-12	3.818647275139847e-02	-5.678165282369581e-02	6.842779258885982e-02
1.580000000000000e-12	2.736108269940677e-02	-2.611777749401845e-02	3.782548278225716e-02
1.600000000000000e-12	1.245518824684156e-02	-1.447998273706710e-02	1.909978047858198e-02
1.620000000000000e-12	1.908443504151916e-02	-6.058641784327478e-03	2.002305673779015e-02
1.640000000000000e-12	4.195809880164127e-02	-9.884045462639430e-03	4.310657037802722e-02
1.660000000000000e-12	4.733806145535028e-02	-2.291745495317457e-02	5.259374301075467e-02
1.680000000000000e-12	3.870216873719851e-02	-3.742085901103093e-02	5.383473371426704e-02
1.700000000000000e-12	2.672074386995782e-02	-4.303353686905160e-02	5.065455012557028e-02
1.720000000000000e-12	3.289769197538279e-03	-3.386467762663842e-02	3.402409399424496e-02
1.740000000000000e-12	-1.494991379995694e-02	-1.625132323168126e-02	2.208178954266900e-02
1.760000000000000e-12	-1.980365019526332e-02	-5.285104030126090e-03	2.049675305177891e-02
1.780000000000000e-12	-2.083053294677913e-02	1.077384976234249e-03	2.085837628469354e-02
1.800000000000000e-12	-2.042800951026130e-02	6.296401609144588e-03	2.137634781189164e-02
1.820000000000000e-12	-8.818483366576551e-03	6.020759974956573e-03	1.067779001304232e-02
1.840000000000000e-12	5.597171010007211e-03	-3.133530796499681e-03	6.414619128824179e-03
1.860000000000000e-12	-7.146864313893093e-04	-1.105188659421959e-02	1.107497060884149e-02
1.880000000000000e-12	-2.824064547314144e-02	-5.542762107763752e-03	2.877944176878568e-02
1.900000000000000e-12	-4.138674670124882e-02	1.376180341863886e-02	4.361479148003107e-02
1.920000000000000e-12	-2.906401992045793e-02	3.563718521962578e-02	4.598615252785004e-02
1.940000000000000e-12	-8.109582165218111e-03	4.349182131896681e-02	4.424142679136105e-02
1.960000000000000e-12	1.207353922486896e-02	3.734984709666916e-02	3.925278878702779e-02
1.980000000000000e-12	2.151330925964477e-02	2.826786862875197e-02	3.552315965836227e-02
2.000000000000000e-12	1.812991411128365e-02	1.987903327488454e-02	2.690482762677525e-02
2.020000000000000e-12	7.194237163626304e-03	1.042177194429379e-02	1.266374268632189e-02
2.040000000000000e-12	2.713183763413210e-03	6.524957330688017e-04	2.790540595605458e-03
2.060000000000000e-12	7.189757563154791e-03	-4.409524370515381e-03	8.434246794534209e-03
2.080000000000000e-12	4.435295245171876e-03	-1.315957747601614e-02	1.388691194107299e-02
2.100000000000000e-12	-2.865192398614025e-03	-2.428488670519122e-02	2.445332390013776e-02
2.120000000000000e-12	-8.416622199466135e-03	-2.428608906190666e-02	2.570318367773550e-02
2.140000000000000e-12	-1.735975137640391e-02	-1.419845344843522e-02	2.242670390801866e-02
2.160000000000000e-12	-2.122738778143866e-02	-9.464043695943461e-03	2.324156008322803e-02
2.180000000000000e-12	-1.869201809510294e-02	-6.004758815028825e-03	1.963284668341100e-02
2.200000000000000e-12	-1.135495847823378e-02	4.453926621449765e-03	1.219723511258482e-02
2.220000000000000e-12	-7.542832681167735e-03	1.431617057022660e-02	1.618168917795402e-02
2.240000000000000e-12	-1.005023747538332e-02	1.629458938252722e-02	1.914473599861769e-02
2.260000000000000e-12	-9.185869938777239e-03	1.580797935912639e-02	1.828311838693546e-02
2.280000000000000e-12	-5.254679186922959e-03	1.611823953887051e-02	1.695315012585832e-02
2.300000000000000e-12	-2.948949200116431e-03	1.617384066786363e-02	1.644048123791718e-02
2.320000000000000e-12	-2.280413615263536e-03	1.590689426473904e-02	1.606952306094574e-02
2.340000000000000e-12	-9.258750931484996e-04	1.706794325427589e-02	1.709303751880556e-02
2.360000000000000e-12	1.978608060231186e-03	1.613086502292516e-02	1.625175978913798e-02
2.380000000000000e-12	4.117442832919874e-03	1.165144299430010e-02	1.235756688558829e-02
2.400000000000000e-12	5.445637122408966e-03	7.372874157875901e-03	9.165928049948509e-03
2.420000000000000e-12	6.348967520925491e-03	5.077438790519097e-03	8.129561688875657e-03
2.440000000000000e-12	5.376968920324716e-03	3.022755003123325e-03	6.168374387068690e-03
2.460000000000000e-12	3.380249739081632e-03	1.899692931530668e-03	3.877489075763983e-03
2.480000000000000e-12	1.372397658288361e-03	5.064396608746859e-04	1.462859002974055e-03
2.500000000000000e-12	8.770073704116014e-04	-1.113760770636987e-03	1.417605368911308e-03
2.520000000000000e-12	3.643045763202635e-04	-7.359955958017952e-04	8.212230764947647e-04
2.540000000000000e-12	3.451261638555885e-04	-1.513807081779061e-04	3.768662730812070e-04
2.560000000000000e-12	1.127080733508655e-03	6.895013196777209e-05	1.129187805701417e-03
2.580000000000000e-12	1.886107235726500e-03	5.362854932254149e-04	1.960867826984748e-03
2.600000000000000e-12	1.606583077095609e-03	1.204868492491455e-03	2.008187557925959e-03
2.620000000000000e-12	1.449507816338797e-03	1.101272613903727e-03	1.820404976855868e-03
2.640000000000000e-12	1.516359508629218e-03	-1.040972004021641e-04	1.519928414939931e-03
2.660000000000000e-12	1.987030923018817e-03	-1.129503477161744e-03	2.285622452189662e-03
2.680000000000000e-12	1.847340308870631e-03	-2.122487979083977e-03	2.813826831582609e-03
2.700000000000000e-12	2.223275792651258e-03	-1.966835504060416e-03	2.968399762535644e-03
2.720000000000000e-12	3.610294127129413e-03	-1.239077433104229e-03	3.817006231277766e-03
2.740000000000000e-12	3.361801164835090e-03	-5.772117260714715e-04	3.410994055785054e-03
2.760000000000000e-12	1.523571149720269e-03	6.802229824450462e-04	1.668524004653927e-03
2.780000000000000e-12	-1.544303198830257e-04	1.630477937555284e-03	1.637775023791030e-03
2.800000000000000e-12	-1.497571789855715e-03	1.802128094168736e-03	2.343157470927614e-03
2.820000000000000e-12	-2.328458706168608e-03	1.317586234724500e-03	2.675397808227381e-03
2.840000000000000e-12	-2.031514552908623e-03	4.061175478670630e-04	2.071710124840124e-03
2.860000000000000e-12	-1.125638721438842e-03	-5.374075141172564e-04	1.247344927208252e-03
2.880000000000000e-12	-7.007124075611694e-04	-1.054728365397541e-03	1.266273984129951e-03
2.900000000000000e-12	-3.886569095125860e-04	-5.467309106855159e-04	6.707971988692917e-04
2.920000000000000e-12	3.089593796798841e-04	1.907976908694727e-04	3.631248506138097e-04
2.940000000000000e-12	5.567184654833543e-04	5.933637392460334e-04	8.136436424271841e-04
2.960000000000000e-12	1.257166146820443e-05	4.266050056528116e-04	4.267902031679108e-04
2.980000000000000e-12	-5.919243583009647e-04	1.595390036288213e-04	6.130474203753620e-04
3.000000000000000e-12	-6.803647035623160e-04	-1.882237139981179e-04	7.059208853438772e-04
3.020000000000000e-12	-2.809223015155564e-04	-7.509664488479955e-04	8.017904631411913e-04
3.040000000000000e-12	1.563456334873862e-06	-1.104661460918750e-03	1.104662567318572e-03
3.060000000000000e-12	-4.352071426708644e-05	-9.994405855015989e-04	1.000387693106076e-03
3.080000000000000e-12	-1.154724612957416e-04	-4.740403184181957e-04	4.879017450304118e-04
3.100000000000000e-12	1.359250445489263e-06	2.392539628446475e-05	2.396397607122496e-05
3.120000000000000e-12	-5.139466046933497e-05	2.454982622196683e-04	2.508202700692973e-04
3.140000000000000e-12	-1.426685551010413e-04	2.815961960684871e-04	3.156750453470478e-04
3.160000000000000e-12	-2.239758423261727e-04	2.404264522643059e-04	3.285879743601691e-04
3.180000000000000e-12	-4.166518384310877e-04	2.266893532013878e-04	4.743277530599161e-04
3.200000000000000e-12	-4.975746756948651e-04	1.645442214786132e-04	5.240757184938575e-04
3.220000000000000e-12	-3.846423218977174e-04	1.186213004109087e-05	3.848251887857382e-04
3.240000000000000e-12	-2.517165527969582e-04	-1.498344633096720e-04	2.929361523391766e-04
3.260000000000000e-12	-2.085590105542133e-04	-2.667488267707951e-04	3.386027133189397e-04
3.280000000000000e-12	-1.464842244913698e-04	-2.398969825259862e-04	2.810839558742394e-04
3.300000000000000e-12	-3.141025874428028e-05	-1.240011147394474e-04	1.279174765659808e-04
3.320000000000000e-12	7.170269017152793e-05	-2.286115498247627e-05	7.525894089719126e-05
3.340000000000000e-12	1.187734816540437e-04	-5.986333849736490e-05	1.330066135208078e-04
3.360000000000000e-12	7.497546171295038e-05	-1.806683791963378e-04	1.956077276093707e-04
3.380000000000000e-12	3.253594506144690e-05	-2.068943975591826e-04	2.094370536997181e-04
3.400000000000000e-12	-1.592446825024571e-05	-1.736089844572437e-04	1.743377990377548e-04
3.420000000000000e-12	-2.730869467974153e-05	-1.036214643344482e-04	1.071595664228195e-04
3.440000000000000e-12	2.232035173433392e-06	-6.025242813816240e-05	6.029375653879817e-05
3.460000000000000e-12	4.722256132129000e-05	-7.402553120470809e-05	8.780517961875714e-05
3.480000000000000e-12	2.582186425768675e-05	-1.005577059052417e-04	1.038201372117542e-04
3.500000000000000e-12	7.627764213363971e-07	-7.910097675933503e-05	7.910465442785152e-05
3.520000000000000e-12	3.228850344445032e-05	-3.078059359947885e-05	4.460933082908282e-05
3.540000000000000e-12	6.185741383691756e-05	-9.994971516502289e-06	6.265970876254830e-05
3.560000000000000e-12	6.685397256447574e-05	-5.106567626143823e-05	8.412583990480982e-05
3.580000000000000e-12	3.726812389793982e-05	-1.037052158681573e-04	1.101983886321996e-04
3.600000000000000e-12	-2.376594310421314e-05	-1.114804425375133e-04	1.139855654019074e-04
3.620000000000000e-12	-5.685839965456856e-05	-8.490262268654860e-05	1.021828407822619e-04
3.640000000000000e-12	-3.973569191453411e-05	-3.652195998503169e-05	5.397016558317222e-05
3.660000000000000e-12	-1.426681827484636e-05	1.021368841816376e-05	1.754598343755124e-05
3.680000000000000e-12	-5.686355516598072e-06	3.894934196807827e-05	3.936223925042182e-05
3.700000000000000e-12	8.884535073433862e-06	3.491416925784022e-05	3.602685357391332e-05
3.720000000000000e-12	2.642012246041525e-05	1.716212749372288e-05	3.150494391256930e-05
3.740000000000000e-12	3.663747891539255e-05	1.892593636106947e-05	4.123706983308932e-05
3.760000000000000e-12	1.188784265617322e-05	1.948503914503511e-05	2.282515177389807e-05
3.780000000000000e-12	-2.193084117012947e-05	2.037850214199799e-06	2.202531788476525e-05
3.800000000000000e-12	-1.261827099373728e-05	-1.003396041964738e-05	1.612144920825798e-05
3.820000000000000e-12	1.138559780549318e-05	-3.359686852234041e-06	1.187094491325460e-05
3.840000000000000e-12	1.788373642303211e-05	-4.301965157392447e-06	1.839388302300262e-05
3.860000000000000e-12	1.547765525890443e-05	-2.519930464343380e-05	2.957300740246207e-05
3.880000000000000e-12	6.896472750220604e-06	-3.463094671388745e-05	3.531095873372242e-05
3.900000000000000e-12	-7.329348985739824e-06	-2.084735407290846e-05	2.209822455302639e-05
3.920000000000000e-12	-1.788130487940046e-05	-6.287146485015859e-06	1.895439988799745e-05
3.940000000000000e-12	-1.707222954638982e-05	3.149410138832151e-06	1.736029394645161e-05
3.960000000000000e-12	-1.049278814356764e-05	8.018629410758423e-06	1.320594641261555e-05
3.980000000000000e-12	-1.594789091330899e-06	9.439360933870820e-06	9.573133608475056e-06
4.000000000000000e-12	4.179617210544399e-06	9.887426185968134e-06	1.073454221705086e-05
4.020000000000000e-12	4.340309911697670e-06	9.732693760219660e-06	1.065662319685742e-05
