m_wavelength	m_R	m_GDD
1008.000000	99.996900	4.388575
1009.000000	99.997000	4.153054
1010.000000	99.997000	3.921990
1011.000000	99.997100	3.695105
1012.000000	99.997100	3.472130
1013.000000	99.997100	3.252812
1014.000000	99.997200	3.036905
1015.000000	99.997200	2.824176
1016.000000	99.997300	2.614399
1017.000000	99.997300	2.407360
1018.000000	99.997300	2.202850
1019.000000	99.997300	2.000668
1020.000000	99.997400	1.800620
1021.000000	99.997400	1.602518
1022.000000	99.997400	1.406182
1023.000000	99.997400	1.211432
1024.000000	99.997400	1.018098
1025.000000	99.997400	0.826012
1026.000000	99.997400	0.635008
1027.000000	99.997500	0.444928
1028.000000	99.997500	0.255612
1029.000000	99.997500	0.066906
1030.000000	99.997500	0.066906
1031.000000	99.997500	-0.309285
1032.000000	99.997400	-0.497069
1033.000000	99.997400	-0.684844
1034.000000	99.997400	-0.872754
1035.000000	99.997400	-1.060950
1036.000000	99.997400	-1.249573
1037.000000	99.997400	-1.438771
1038.000000	99.997400	-1.628689
1039.000000	99.997400	-1.819475
1040.000000	99.997300	-2.011274
1041.000000	99.997300	-2.204236
1042.000000	99.997300	-2.398511
1043.000000	99.997300	-2.594250
1044.000000	99.997200	-2.791607
1045.000000	99.997200	-2.990738
1046.000000	99.997200	-3.191802
1047.000000	99.997100	-3.394961
1048.000000	99.997100	-3.600380
1049.000000	99.997000	-3.808229
1050.000000	99.997000	-4.018680
1051.000000	99.996900	-4.231912
1052.000000	99.996900	-4.448107
1053.000000	99.996800	-4.667452
1054.000000	99.996800	-4.890143
1055.000000	99.996700	-5.116379
1056.000000	99.996600	-5.346367
1057.000000	99.996600	-5.580320
1058.000000	99.996500	-5.818461
1059.000000	99.996400	-6.061020
1060.000000	99.996300	-6.308235
1061.000000	99.996200	-6.560357
1062.000000	99.996100	-6.817643
1063.000000	99.996100	-7.080364
1064.000000	99.995900	-7.348801
1065.000000	99.995800	-7.623250
1066.000000	99.995700	-7.904018
1067.000000	99.995600	-8.191427
1068.000000	99.995500	-8.485815
1069.000000	99.995300	-8.787538
1070.000000	99.995200	-9.096967
1071.000000	99.995000	-9.414494
1072.000000	99.994900	-9.740529
1073.000000	99.994700	-10.075508
1074.000000	99.994500	-10.419885
1075.000000	99.994300	-10.774145
1076.000000	99.994100	-11.138794
1077.000000	99.993900	-11.514372
1078.000000	99.993700	-11.901446
1079.000000	99.993400	-12.300621
1080.000000	99.993200	-12.712533
1081.000000	99.992900	-13.137861
1082.000000	99.992600	-13.577323
1083.000000	99.992300	-14.031684
1084.000000	99.992000	-14.501755
1085.000000	99.991600	-14.988403
1086.000000	99.991200	-15.492550
1087.000000	99.990800	-16.015178
1088.000000	99.990400	-16.557339
1089.000000	99.990000	-17.120155
1090.000000	99.989500	-17.704827
1091.000000	99.989000	-18.312640
1092.000000	99.988400	-18.944975
1093.000000	99.987800	-19.603310
1094.000000	99.987200	-20.289236
1095.000000	99.986600	-21.004462
1096.000000	99.985800	-21.750830
1097.000000	99.985100	-22.530324
1098.000000	99.984200	-23.345086
1099.000000	99.983400	-24.197430
1100.000000	99.982400	-25.089862
1101.000000	99.981400	-26.025092
1102.000000	99.980300	-27.006063
1103.000000	99.979100	-28.035970
1104.000000	99.977800	-29.118287
1105.000000	99.976400	-30.256800
1106.000000	99.974900	-31.455634
1107.000000	99.973300	-32.719299
1108.000000	99.971500	-34.052724
1109.000000	99.969600	-35.461312
1110.000000	99.967500	-36.950991
1111.000000	99.965300	-38.528278
1112.000000	99.962900	-40.200346
1113.000000	99.960200	-41.975110
1114.000000	99.957300	-43.861314
1115.000000	99.954100	-45.868637
1116.000000	99.950600	-48.007819
1117.000000	99.946800	-50.290792
1118.000000	99.942700	-52.730650
1119.000000	99.938100	-55.342816
1120.000000	99.933100	-58.143299
1121.000000	99.927500	-61.150896
1122.000000	99.921400	-64.386514
1123.000000	99.914600	-67.873706
1124.000000	99.907200	-71.639074
1125.000000	99.898900	-75.712745
1126.000000	99.889700	-80.128928
1127.000000	99.879500	-84.926583
1128.000000	99.868100	-90.150211
1129.000000	99.855400	-95.850799
1130.000000	99.841100	-102.086953
1131.000000	99.825100	-108.926267
1132.000000	99.807200	-116.446971
1133.000000	99.787000	-124.739937
1134.000000	99.764200	-133.911128
1135.000000	99.738400	-144.084592
1136.000000	99.709000	-155.406161
1137.000000	99.675700	-168.048022
1138.000000	99.637600	-182.214412
1139.000000	99.594000	-198.148742
1140.000000	99.544000	-216.142574
1141.000000	99.486300	-236.546979
1142.000000	99.419600	-259.787021
1143.000000	99.342100	-286.380336
1144.000000	99.251900	-316.961118
1145.000000	99.146300	-352.311313
1146.000000	99.022100	-393.401458
1147.000000	98.875400	-441.444552
1148.000000	98.701200	-497.967591
1149.000000	98.493200	-564.907273
1150.000000	98.243400	-644.738866
1151.000000	97.941600	-740.650777
1152.000000	97.574200	-856.782171
1153.000000	97.123900	-998.547284
1154.000000	96.567700	-1173.077673
1155.000000	95.874600	-1389.821106
1156.000000	95.003400	-1661.337919
1157.000000	93.897400	-2004.318023
1158.000000	92.479300	-2440.765615
1159.000000	90.641500	-2999.065276
1160.000000	88.234600	-3714.005705
1161.000000	85.050900	-4623.192273
1162.000000	80.805100	-5753.199927
1163.000000	75.118700	-7079.122568
1164.000000	67.528800	-8419.408579
1165.000000	57.573500	-9181.446030
1166.000000	45.055300	-7758.118618
1167.000000	30.579000	204.691573
1168.000000	16.188000	31042.167719
1169.000000	5.243200	226052.208848
1170.000000	0.681700	1750353.521786
1171.000000	2.898000	1750353.521786
1172.000000	9.788800	-45755.745195
1173.000000	18.636600	-4672.773586
1174.000000	27.508900	3483.741738
1175.000000	35.460800	4981.431774
1176.000000	42.200900	4730.898245
1177.000000	47.755800	4046.897626
1178.000000	52.270200	3328.903034
1179.000000	55.912000	2693.027921
1180.000000	58.834800	2161.367857
1181.000000	61.167000	1725.804792
1182.000000	63.011500	1370.433981
1183.000000	64.449000	1079.269661
1184.000000	65.542200	838.560875
1185.000000	66.339200	637.164644
1186.000000	66.876700	466.278124
1187.000000	67.182500	319.016520
1188.000000	67.276900	190.008560
1189.000000	67.174600	75.060263
1190.000000	66.885600	-29.106743
1191.000000	66.415800	-125.050440
1192.000000	65.767800	-214.747977
1193.000000	64.941500	-299.688961
1194.000000	63.934300	-380.929105
1195.000000	62.741500	-459.107934
1196.000000	61.356600	-534.431188
1197.000000	59.771900	-606.615592
1198.000000	57.978500	-674.790236
1199.000000	55.967400	-737.344808
1200.000000	53.729700	-791.709437
1201.000000	51.257700	-834.042856
1202.000000	48.546200	-858.792473
1203.000000	45.593600	-858.066930
1204.000000	42.404000	-820.718867
1205.000000	38.989000	-730.731767
1206.000000	35.370300	-566.090804
1207.000000	31.581700	-292.836249
1208.000000	27.671400	139.542854
1209.000000	23.703500	812.166352
1210.000000	19.758100	1862.936812
1211.000000	15.929800	3543.651501
1212.000000	12.324300	6352.233383
1213.000000	9.051800	11362.596000
1214.000000	6.219400	21111.350296
1215.000000	3.921400	42058.060844
1216.000000	2.230600	89619.318357
1217.000000	1.191100	163247.355726
1218.000000	0.813900	18584.637972
1219.000000	1.077400	-165146.270094
1220.000000	1.930900	-96751.154204
1221.000000	3.301200	-96751.154204
1222.000000	5.100900	-22294.129942
1223.000000	7.236600	-11831.110242
1224.000000	9.615800	-6582.973168
1225.000000	12.152800	-6582.973168
1226.000000	14.771900	-2077.334794
1227.000000	17.408900	-1079.751977
1228.000000	20.012100	-460.487604
1229.000000	22.540800	-71.336111
1230.000000	24.965000	172.418229
1231.000000	27.263100	321.675420
1232.000000	29.420600	408.284313
1233.000000	31.429000	452.829101
1234.000000	33.283800	468.954308
1235.000000	34.984000	465.880157
1236.000000	36.530900	449.925738
1237.000000	37.927500	425.464162
1238.000000	39.177800	395.539645
1239.000000	40.286500	362.276327
1240.000000	41.258300	327.154844
1241.000000	42.098400	291.202742
1242.000000	42.811600	255.127489
1243.000000	43.402400	219.410597
1244.000000	43.875300	184.374966
1245.000000	44.234200	150.233618
1246.000000	44.482500	117.125401
1247.000000	44.623500	85.141524
1248.000000	44.659900	54.345685
1249.000000	44.594100	24.789744
1250.000000	44.428200	-3.473594
1251.000000	44.163800	-30.380025
1252.000000	43.802300	-55.843940
1253.000000	43.345100	-79.749128
1254.000000	42.793000	-101.939259
1255.000000	42.146900	-122.207609
1256.000000	41.407700	-140.285498
1257.000000	40.576000	-155.828806
1258.000000	39.652800	-168.401900
1259.000000	38.639000	-177.458089
1260.000000	37.535900	-182.315495
1261.000000	36.345200	-182.126852
1262.000000	35.068800	-175.841167
1263.000000	33.709400	-162.154382
1264.000000	32.270400	-139.444903
1265.000000	30.756100	-105.688038
1266.000000	29.171500	-58.340537
1267.000000	27.523100	5.817884
1268.000000	25.818300	90.905855
1269.000000	24.066200	202.254861
1270.000000	22.277100	346.863985
1271.000000	20.462800	534.068778
1272.000000	18.636700	776.541953
1273.000000	16.813600	1091.815807
1274.000000	15.009800	1504.636694
1275.000000	13.242500	2050.663481
1276.000000	11.530000	2782.357072
1277.000000	9.891100	3778.446937
1278.000000	8.344600	5159.142784
1279.000000	6.909300	7110.038967
1280.000000	5.602900	9916.822098
1281.000000	4.441700	14003.284800
1282.000000	3.440100	19919.411763
1283.000000	2.610100	28055.680818
1284.000000	1.961000	37384.769721
1285.000000	1.498700	42147.470929
1286.000000	1.226000	29799.774994
1287.000000	1.142300	-3625.363531
1288.000000	1.243500	-33899.770262
1289.000000	1.522700	-41814.180065
1290.000000	1.970000	-35432.654127
1291.000000	2.573400	-26209.714225
1292.000000	3.318900	-26209.714225
1293.000000	4.191100	-13096.057115
1294.000000	5.173800	-9318.107206
1295.000000	6.250300	-6717.818244
1296.000000	7.404000	-4905.960325
1297.000000	8.618600	-3621.646803
1298.000000	9.878600	-2694.873482
1299.000000	11.169400	-2014.819174
1300.000000	12.477300	-2014.819174
