-711,2575  5,888256E-9  0  5,869326E-5  -4,943033E-5
-710,525  7,219351E-9  0  7,467609E-5  -4,053187E-5
-709,7925  6,496605E-9  0  7,325973E-5  -3,360977E-5
-709,06  4,374294E-9  0  6,002762E-5  -2,776651E-5
-708,3275  2,630342E-9  0  4,685443E-5  -2,085677E-5
-707,595  2,127084E-9  0  4,482942E-5  -1,083548E-5
-706,8625  3,359115E-9  0  5,788183E-5  2,967835E-6
-706,13  6,895005E-9  0  8,074127E-5  1,938692E-5
-705,3975  1,175484E-8  0  0,0001022597  3,602485E-5
-704,665  1,510359E-8  0  0,0001120137  5,056205E-5
-703,9325  1,514138E-8  0  0,0001062891  6,199998E-5
-703,2  1,316415E-8  0  9,003097E-5  7,112366E-5
-702,4675  1,182946E-8  0  7,376107E-5  7,992974E-5
-701,735  1,270808E-8  0  6,739E-5  9,036964E-5
-701,0025  1,620073E-8  0  7,457356E-5  0,000103148
-700,27  2,200543E-8  0  9,084225E-5  0,0001172737
-699,5375  2,839497E-8  0  0,0001064678  0,0001306123
-698,805  3,251747E-8  0  0,0001122781  0,0001411067
-698,0725  3,291032E-8  0  0,0001049871  0,000147946
-697,34  3,102389E-8  0  8,898292E-5  0,0001520064
-696,6075  2,954579E-8  0  7,364201E-5  0,0001553147
-695,875  3,015741E-8  0  6,783776E-5  0,0001598607
-695,1425  3,331428E-8  0  7,488359E-5  0,0001664534
-694,41  3,86219E-8  0  9,081203E-5  0,0001742845
-693,6775  4,434754E-8  0  0,000106892  0,0001814432
-692,945  4,780562E-8  0  0,0001148204  0,0001860696
-692,2125  4,7581E-8  0  0,0001115222  0,0001874668
-691,48  4,495185E-8  0  0,0001007989  0,0001865246
-690,7475  4,25767E-8  0  9,095288E-5  0,0001852141
-690,015  4,246846E-8  0  8,985869E-5  0,0001854559
-689,2825  4,543191E-8  0  0,0001003901  0,0001880259
-688,55  5,103756E-8  0  0,0001188359  0,0001921343
-687,8175  5,719189E-8  0  0,0001371491  0,0001959133
-687,085  6,081243E-8  0  0,0001476392  0,0001975224
-686,3525  6,021228E-8  0  0,0001473428  0,0001962202
-685,62  5,664015E-8  0  0,0001395549  0,0001927812
-684,8875  5,307502E-8  0  0,0001317046  0,0001890209
-684,155  5,199533E-8  0  0,000130888  0,0001867182
-683,4225  5,432184E-8  0  0,0001396958  0,0001865661
-682,69  5,92023E-8  0  0,0001547451  0,0001877665
-681,9575  6,399227E-8  0  0,0001687045  0,0001884968
-681,225  6,543305E-8  0  0,000174568  0,0001869734
-680,4925  6,208436E-8  0  0,0001696574  0,0001824848
-679,76  5,556718E-8  0  0,0001570442  0,0001757962
-679,0275  4,90854E-8  0  0,0001436237  0,0001686939
-678,295  4,50541E-8  0  0,000136027  0,000162944
-677,5625  4,407811E-8  0  0,0001367826  0,0001592753
-676,83  4,507568E-8  0  0,0001429428  0,000156981
-676,0975  4,570908E-8  0  0,0001479223  0,0001543634
-675,365  4,357326E-8  0  0,0001454162  0,0001497577
-674,6325  3,802767E-8  0  0,0001330881  0,0001425315
-673,9  3,078836E-8  0  0,0001138955  0,0001334773
-673,1675  2,436733E-8  0  9,433056E-5  0,0001243747
-672,435  2,01901E-8  0  8,065537E-5  0,0001169821
-671,7025  1,823298E-8  0  7,535002E-5  0,0001120507
-670,97  1,761669E-8  0  7,582711E-5  0,0001089355
-670,2375  1,703466E-8  0  7,611264E-5  0,0001060261
-669,505  1,531565E-8  0  7,046184E-5  0,0001017388
-668,7725  1,234155E-8  0  5,677586E-5  9,548851E-5
-668,04  9,188529E-9  0  3,784038E-5  8,807176E-5
-667,3075  6,988383E-9  0  1,970606E-5  8,124072E-5
-666,575  5,953353E-9  0  8,199692E-6  7,672104E-5
-665,8425  5,693889E-9  0  5,621E-6  7,524821E-5
-665,11  5,894785E-9  0  9,535546E-6  7,618306E-5
-664,3775  6,277541E-9  0  1,432508E-5  7,792517E-5
-663,645  6,433063E-9  0  1,454642E-5  7,887626E-5
-662,9125  6,210318E-9  0  8,118212E-6  7,83863E-5
-662,18  5,955237E-9  0  -2,510429E-6  7,712934E-5
-661,4475  6,022188E-9  0  -1,185229E-5  7,669231E-5
-660,715  6,395183E-9  0  -1,462367E-5  7,862144E-5
-659,9825  7,04781E-9  0  -8,823626E-6  8,348625E-5
-659,25  8,201583E-9  0  3,134024E-6  9,050835E-5
-658,5175  9,849617E-9  0  1,586155E-5  9,796953E-5
-657,785  1,143131E-8  0  2,41328E-5  0,0001041581
-657,0525  1,239795E-8  0  2,586653E-5  0,0001082999
-656,32  1,284546E-8  0  2,322912E-5  0,0001109318
-655,5875  1,333505E-8  0  2,124804E-5  0,0001135058
-654,855  1,4411E-8  0  2,478211E-5  0,00011746
-654,1225  1,647377E-8  0  3,563493E-5  0,0001233042
-653,39  1,961754E-8  0  5,148643E-5  0,0001302563
-652,6575  2,319106E-8  0  6,723511E-5  0,00013664
-651,925  2,590147E-8  0  7,793489E-5  0,0001408106
-651,1925  2,684055E-8  0  8,159695E-5  0,0001420651
-650,46  2,632069E-8  0  8,023222E-5  0,0001410088
-649,7275  2,553832E-8  0  7,855693E-5  0,0001391658
-648,995  2,564759E-8  0  8,114945E-5  0,0001380665
-648,2625  2,719208E-8  0  8,973436E-5  0,0001383467
-647,53  2,986709E-8  0  0,0001021704  0,0001393854
-646,7975  3,244176E-8  0  0,0001137057  0,0001396881
-646,065  3,332283E-8  0  0,0001197379  0,0001377885
-645,3325  3,175698E-8  0  0,0001184542  0,0001331375
-644,6  2,849556E-8  0  0,00011182  0,0001264589
-643,8675  2,514042E-8  0  0,0001043667  0,000119365
-643,135  2,297617E-8  0  0,0001005146  0,0001134592
-642,4025  2,238521E-8  0  0,0001020096  0,0001094497
-641,67  2,284533E-8  0  0,0001069609  0,0001067927
-640,9375  2,315464E-8  0  0,0001110155  0,0001040682
-640,205  2,20635E-8  0  0,0001099558  9,986596E-5
-639,4725  1,921477E-8  0  0,0001021894  9,365948E-5
-638,74  1,546582E-8  0  8,968215E-5  8,615642E-5
-638,0075  1,212893E-8  0  7,681425E-5  7,892086E-5
-637,275  1,000436E-8  0  6,78497E-5  7,348996E-5
-636,5425  9,132031E-9  0  6,450989E-5  7,05018E-5
-635,81  9,041164E-9  0  6,505923E-5  6,934307E-5
-635,0775  8,973947E-9  0  6,541379E-5  6,851994E-5
-634,345  8,221248E-9  0  6,160078E-5  6,653264E-5
-633,6125  6,652957E-9  0  5,212024E-5  6,274104E-5
-632,88  4,839536E-9  0  3,883685E-5  5,771685E-5
-632,1475  3,467217E-9  0  2,590229E-5  5,287994E-5
-631,415  2,765126E-9  0  1,736058E-5  4,963604E-5
-630,6825  2,574947E-9  0  1,484557E-5  4,852377E-5
-629,95  2,667575E-9  0  1,670774E-5  4,887153E-5
-629,2175  2,780384E-9  0  1,905841E-5  4,916463E-5
-628,485  2,622612E-9  0  1,809788E-5  4,790698E-5
-627,7525  2,130496E-9  0  1,235547E-5  4,447289E-5
-627,02  1,568962E-9  0  3,538337E-6  3,945177E-5
-626,2875  1,195693E-9  0  -4,487732E-6  3,428634E-5
-625,555  9,888023E-10  0  -7,969523E-6  3,041856E-5
-624,8225  8,387954E-10  0  -5,452415E-6  2,84441E-5
-624,09  7,730791E-10  0  1,389733E-6  2,776955E-5
-623,3575  8,039417E-10  0  8,74727E-6  2,697085E-5
-622,625  7,733228E-10  0  1,289044E-5  2,464061E-5
-621,8925  5,605239E-10  0  1,230447E-5  2,022681E-5
-621,16  2,788731E-10  0  8,503654E-6  1,437223E-5
-620,4275  9,89029E-11  0  5,067798E-6  8,556888E-6
-619,695  4,818294E-11  0  5,484835E-6  4,254353E-6
-618,9625  1,269548E-10  0  1,107075E-5  2,096015E-6
-618,23  4,094944E-10  0  2,017795E-5  1,531254E-6
-617,4975  8,504504E-10  0  2,91386E-5  1,179972E-6
-616,765  1,181716E-9  0  3,437449E-5  -3,315528E-7
-616,0325  1,198148E-9  0  3,443253E-5  -3,542423E-6
-615,3  1,007537E-9  0  3,076297E-5  -7,821533E-6
-614,5675  8,557637E-10  0  2,680306E-5  -1,172005E-5
-613,835  8,624159E-10  0  2,592013E-5  -1,380445E-5
-613,1025  1,047627E-9  0  2,942552E-5  -1,348206E-5
-612,37  1,411261E-9  0  3,581533E-5  -1,133682E-5
-611,6375  1,813169E-9  0  4,166615E-5  -8,78073E-6
-610,905  1,957168E-9  0  4,364564E-5  -7,226777E-6
-610,1725  1,689405E-9  0  4,045457E-5  -7,268602E-6
-609,44  1,196619E-9  0  3,35702E-5  -8,346297E-6
-608,7075  7,781224E-10  0  2,637148E-5  -9,09216E-6
-607,975  5,5809E-10  0  2,217292E-5  -8,151781E-6
-607,2425  5,233223E-10  0  2,232349E-5  -4,99839E-6
-606,51  6,490805E-10  0  2,54757E-5  -2,635948E-7
-605,7775  8,298494E-10  0  2,843614E-5  4,608205E-6
-605,045  8,555633E-10  0  2,808342E-5  8,178304E-6
-604,3125  6,358626E-10  0  2,322327E-5  9,825585E-6
-603,58  3,356406E-10  0  1,529989E-5  1,007741E-5
-602,8475  1,625867E-10  0  7,560588E-6  1,026763E-5
-602,115  1,475406E-10  0  3,176152E-6  1,172402E-5
-601,3825  2,355721E-10  0  3,422028E-6  1,496201E-5
-600,65  4,233936E-10  0  6,978553E-6  1,9357E-5
-599,9175  6,670604E-10  0  1,074528E-5  2,348615E-5
-599,185  8,092157E-10  0  1,167866E-5  2,593886E-5
-598,4525  7,557892E-10  0  8,571858E-6  2,612111E-5
-597,72  6,11884E-10  0  2,740669E-6  2,458399E-5
-596,9875  5,223341E-10  0  -2,771882E-6  2,268592E-5
-596,255  4,996565E-10  0  -4,99288E-6  2,178825E-5
-595,5225  5,119139E-10  0  -2,760626E-6  2,245646E-5
-594,79  5,892544E-10  0  2,604779E-6  2,413441E-5
-594,0575  7,145968E-10  0  8,081487E-6  2,54811E-5
-593,325  7,482592E-10  0  1,070767E-5  2,517151E-5
-592,5925  6,011841E-10  0  9,289042E-6  2,269136E-5
-591,86  3,738018E-10  0  5,058375E-6  1,866051E-5
-591,1275  2,109743E-10  0  9,140695E-7  1,449616E-5
-590,395  1,349664E-10  0  -3,037022E-7  1,161353E-5
-589,6625  1,193577E-10  0  2,515273E-6  1,063161E-5
-588,93  1,877462E-10  0  8,105387E-6  1,104758E-5
-588,1975  3,180011E-10  0  1,357133E-5  1,156807E-5
-587,465  3,773122E-10  0  1,607754E-5  1,090069E-5
-586,7325  2,828208E-10  0  1,448722E-5  8,540564E-6
-586  1,258437E-10  0  9,996549E-6  5,090451E-6
-585,2675  3,292448E-11  0  5,404633E-6  1,927284E-6
-584,535  1,213E-11  0  3,458512E-6  4,107195E-7
-583,8025  2,873405E-11  0  5,246913E-6  1,097247E-6
-583,07  1,034407E-10  0  9,578541E-6  3,419387E-6
-582,3375  2,238279E-10  0  1,36977E-5  6,016712E-6
-581,605  2,788366E-10  0  1,490726E-5  7,523983E-6
-580,8725  2,015786E-10  0  1,214429E-5  7,354922E-6
-580,14  7,972562E-11  0  6,590778E-6  6,023891E-6
-579,4075  2,417175E-11  0  9,726597E-7  4,819303E-6
-578,675  2,935199E-11  0  -2,031605E-6  5,022407E-6
-577,9425  5,263684E-11  0  -1,337143E-6  7,130841E-6
-577,21  1,149371E-10  0  1,946807E-6  1,054263E-5
-576,4775  2,198839E-10  0  5,202314E-6  1,388596E-5
-575,745  2,840526E-10  0  5,861613E-6  1,580171E-5
-575,0125  2,556852E-10  0  2,921658E-6  1,572098E-5
-574,28  2,072645E-10  0  -2,468895E-6  1,418341E-5
-573,5475  2,155902E-10  0  -7,684529E-6  1,251152E-5
-572,815  2,479209E-10  0  -1,015516E-5  1,203302E-5
-572,0825  2,554945E-10  0  -8,855429E-6  1,330699E-5
-571,35  2,736977E-10  0  -4,884013E-6  1,580646E-5
-570,6175  3,334057E-10  0  -8,04319E-7  1,824168E-5
-569,885  3,744946E-10  0  8,571264E-7  1,933287E-5
-569,1525  3,460265E-10  0  -9,28794E-7  1,857859E-5
-568,42  3,007953E-10  0  -5,125388E-6  1,656882E-5
-567,6875  3,009578E-10  0  -9,276789E-6  1,465943E-5
-566,955  3,221761E-10  0  -1,098103E-5  1,419835E-5
-566,2225  3,351607E-10  0  -9,322585E-6  1,575595E-5
-565,49  3,832528E-10  0  -5,42873E-6  1,880908E-5
-564,7575  4,900733E-10  0  -1,832422E-6  2,206163E-5
-564,025  5,872809E-10  0  -1,022814E-6  2,421229E-5
-563,2925  6,272922E-10  0  -4,034585E-6  2,47187E-5
-562,56  6,792623E-10  0  -9,896816E-6  2,411048E-5
-561,8275  8,243767E-10  0  -1,625355E-5  2,366852E-5
-561,095  1,040002E-9  0  -2,078226E-5  2,465967E-5
-560,3625  1,270044E-9  0  -2,25747E-5  2,757584E-5
-559,63  1,52686E-9  0  -2,267421E-5  3,182358E-5
-558,8975  1,849816E-9  0  -2,346276E-5  3,604602E-5
-558,165  2,255702E-9  0  -2,726469E-5  3,88888E-5
-557,4325  2,805179E-9  0  -3,498801E-5  3,976202E-5
-556,7  3,611896E-9  0  -4,559489E-5  3,915357E-5
-555,9675  4,683067E-9  0  -5,670326E-5  3,831197E-5
-555,235  5,831792E-9  0  -6,595892E-5  3,848654E-5
-554,5025  6,851401E-9  0  -7,237207E-5  4,017069E-5
-553,77  7,735524E-9  0  -7,683978E-5  4,27922E-5
-553,0375  8,679433E-9  0  -8,15575E-5  4,503118E-5
-552,305  9,940436E-9  0  -8,867335E-5  4,55793E-5
-551,5725  1,17233E-8  0  -9,897718E-5  4,389551E-5
-550,84  1,404918E-8  0  -0,0001113894  4,051644E-5
-550,1075  1,66125E-8  0  -0,0001235419  3,674075E-5
-549,375  1,886402E-8  0  -0,0001331037  3,387362E-5
-548,6425  2,039587E-8  0  -0,000139073  3,247432E-5
-547,91  2,127176E-8  0  -0,000142284  3,204728E-5
-547,1775  2,196217E-8  0  -0,000144841  3,135664E-5
-546,445  2,299881E-8  0  -0,00014882  2,917875E-5
-545,7125  2,465347E-8  0  -0,000155003  2,505066E-5
-544,98  2,675178E-8  0  -0,000162384  1,957581E-5
-544,2475  2,866875E-8  0  -0,0001687298  1,410729E-5
-543,515  2,96355E-8  0  -0,0001718593  9,994012E-6
-542,7825  2,926528E-8  0  -0,0001708917  7,830372E-6
-542,05  2,785147E-8  0  -0,0001667345  7,147421E-6
-541,3175  2,613882E-8  0  -0,0001615351  6,724586E-6
-540,585  2,481092E-8  0  -0,0001574244  5,337491E-6
-539,8525  2,412143E-8  0  -0,0001552906  2,502512E-6
-539,12  2,381002E-8  0  -0,0001543002  -1,21878E-6
-538,3875  2,325766E-8  0  -0,0001524372  -4,533865E-6
-537,655  2,18649E-8  0  -0,0001477391  -6,168369E-6
-536,9225  1,94919E-8  0  -0,0001395006  -5,611797E-6
-536,19  1,658653E-8  0  -0,0001287432  -3,424072E-6
-535,4575  1,384976E-8  0  -0,0001176814  -9,24501E-7
-534,725  1,177299E-8  0  -0,000108502  5,538714E-7
-533,9925  1,043964E-8  0  -0,0001021737  4,077704E-7
-533,26  9,600497E-9  0  -9,797772E-5  -9,29403E-7
-532,5275  8,846055E-9  0  -9,402546E-5  -2,2952E-6
-531,795  7,830062E-9  0  -8,845123E-5  -2,537922E-6
-531,0625  6,494083E-9  0  -8,057613E-5  -1,253223E-6
-530,33  5,093489E-9  0  -7,136281E-5  9,155953E-7
-529,5975  3,963091E-9  0  -6,289975E-5  2,590914E-6
-528,865  3,280166E-9  0  -5,722218E-5  2,405745E-6
-528,1325  3,042874E-9  0  -5,516167E-5  -2,539918E-7
-527,4  3,14859E-9  0  -5,589425E-5  -4,941956E-6
-526,6675  3,40923E-9  0  -5,744484E-5  -1,045564E-5
-525,935  3,58861E-9  0  -5,784593E-5  -1,55711E-5
-525,2025  3,557395E-9  0  -5,627017E-5  -1,977531E-5
-524,47  3,415195E-9  0  -5,347768E-5  -2,356549E-5
-523,7375  3,426026E-9  0  -5,132437E-5  -2,813956E-5
-523,005  3,866709E-9  0  -5,162829E-5  -3,465874E-5
-522,2725  4,925482E-9  0  -5,506303E-5  -4,351488E-5
-521,54  6,607206E-9  0  -6,072661E-5  -5,403226E-5
-520,8075  8,636636E-9  0  -6,663489E-5  -6,477984E-5
-520,075  1,054168E-8  0  -7,084681E-5  -7,431295E-5
-519,3425  1,197501E-8  0  -7,256213E-5  -8,191306E-5
-518,61  1,298969E-8  0  -7,255296E-5  -8,789629E-5
-517,8775  1,399047E-8  0  -7,268343E-5  -9,331445E-5
-517,145  1,544213E-8  0  -7,480507E-5  -9,922867E-5
-516,4125  1,758129E-8  0  -7,967704E-5  -0,0001059852
-515,68  2,024037E-8  0  -8,654006E-5  -0,0001129211
-514,9475  2,284229E-8  0  -9,358598E-5  -0,0001186758
-514,215  2,467524E-8  0  -9,904031E-5  -0,0001219273
-513,4825  2,536318E-8  0  -0,0001022187  -0,000122125
-512,75  2,515338E-8  0  -0,0001039384  -0,0001197923
-512,0175  2,475327E-8  0  -0,0001060464  -0,0001162215
-511,285  2,488649E-8  0  -0,0001103436  -0,000112742
-510,5525  2,591167E-8  0  -0,0001175332  -0,0001099892
-509,82  2,765681E-8  0  -0,0001268047  -0,0001075982
-509,0875  2,949515E-8  0  -0,0001362894  -0,0001045004
-508,355  3,069694E-8  0  -0,0001441123  -9,964232E-5
-507,6225  3,092057E-8  0  -0,0001494224  -9,270127E-5
-506,89  3,046725E-8  0  -0,0001528014  -8,43741E-5
-506,1575  3,00649E-8  0  -0,0001558176  -7,606436E-5
-505,425  3,037985E-8  0  -0,0001599953  -6,914732E-5
-504,6925  3,161934E-8  0  -0,0001658093  -6,423878E-5
-503,96  3,339325E-8  0  -0,0001722945  -6,08922E-5
-503,2275  3,485833E-8  0  -0,0001774997  -5,789814E-5
-502,495  3,514394E-8  0  -0,0001795189  -5,400846E-5
-501,7625  3,38739E-8  0  -0,0001774995  -4,866049E-5
-501,03  3,138678E-8  0  -0,0001720446  -4,227803E-5
-500,2975  2,844795E-8  0  -0,0001647838  -3,597558E-5
-499,565  2,57176E-8  0  -0,0001573731  -3,084313E-5
-498,8325  2,339663E-8  0  -0,0001505154  -2,723506E-5
-498,1  2,121312E-8  0  -0,0001435744  -2,448492E-5
-497,3675  1,867622E-8  0  -0,0001350037  -2,121854E-5
-496,635  1,546991E-8  0  -0,0001233333  -1,608768E-5
-495,9025  1,176461E-8  0  -0,0001081312  -8,500136E-6
-495,17  8,168916E-9  0  -9,037565E-5  1,075957E-6
-494,4375  5,316917E-9  0  -7,201942E-5  1,140703E-5
-493,705  3,475091E-9  0  -5,500122E-5  2,121219E-5
-492,9725  2,515303E-9  0  -4,027853E-5  2,988215E-5
-492,24  2,180147E-9  0  -2,743983E-5  3,777833E-5
-491,5075  2,338774E-9  0  -1,511188E-5  4,593915E-5
-490,775  3,069375E-9  0  -1,912986E-6  5,53689E-5
-490,0425  4,558809E-9  0  1,26132E-5  6,633036E-5
-489,31  6,856903E-9  0  2,76321E-5  7,806004E-5
-488,5775  9,651645E-9  0  4,143307E-5  8,907831E-5
-487,845  1,233145E-8  0  5,237873E-5  9,791794E-5
-487,1125  1,436475E-8  0  5,983153E-5  0,0001038506
-486,38  1,565244E-8  0  6,451652E-5  0,0001071917
-485,6475  1,652266E-8  0  6,811101E-5  0,0001090117
-484,915  1,742217E-8  0  7,23035E-5  0,0001104281
-484,1825  1,8585E-8  0  7,787099E-5  0,0001118978
-483,45  1,986025E-8  0  8,430832E-5  0,0001129263
-482,7175  2,076541E-8  0  9,021639E-5  0,0001123673
-481,985  2,078598E-8  0  9,421125E-5  0,000109134
-481,2525  1,977001E-8  0  9,581396E-5  0,0001029063
-480,52  1,809123E-8  0  9,57965E-5  9,441538E-5
-479,7875  1,642197E-8  0  9,578092E-5  8,513509E-5
-479,055  1,53334E-8  0  9,732769E-5  7,655533E-5
-478,3225  1,503466E-8  0  0,0001010465  6,945693E-5
-477,59  1,533418E-8  0  0,0001062478  6,360493E-5
-476,8575  1,576335E-8  0  0,0001113355  5,803243E-5
-476,125  1,583529E-8  0  0,0001147088  5,174146E-5
-475,3925  1,534601E-8  0  0,0001156471  4,440446E-5
-474,66  1,449165E-8  0  0,0001146663  3,665084E-5
-473,9275  1,368884E-8  0  0,000113149  2,976833E-5
-473,195  1,327506E-8  0  0,0001124741  2,499291E-5
-472,4625  1,332643E-8  0  0,0001131654  2,280385E-5
-471,73  1,363644E-8  0  0,0001145598  2,263834E-5
-470,9975  1,380672E-8  0  0,0001151897  2,319583E-5
-470,265  1,345401E-8  0  0,0001136561  2,315787E-5
-469,5325  1,246565E-8  0  0,0001094794  2,190699E-5
-468,8  1,109148E-8  0  0,0001034324  1,982984E-5
-468,0675  9,76606E-9  0  9,716406E-5  1,803346E-5
-467,335  8,837148E-9  0  9,233479E-5  1,764753E-5
-466,6025  8,423942E-9  0  8,976697E-5  1,912678E-5
-465,87  8,421525E-9  0  8,910102E-5  2,196662E-5
-465,1375  8,57219E-9  0  8,914663E-5  2,500137E-5
-464,405  8,604786E-9  0  8,871157E-5  2,71117E-5
-463,6725  8,420911E-9  0  8,741285E-5  2,792678E-5
-462,94  8,184156E-9  0  8,598891E-5  2,810808E-5
-462,2075  8,227038E-9  0  8,59267E-5  2,904549E-5
-461,475  8,886438E-9  0  8,862019E-5  3,213876E-5
-460,7425  1,038972E-8  0  9,455016E-5  3,80787E-5
-460,01  1,276714E-8  0  0,0001029614  4,654138E-5
-459,2775  1,578213E-8  0  0,0001122218  5,646589E-5
-458,545  1,901157E-8  0  0,0001206513  6,674464E-5
-457,8125  2,21305E-8  0  0,0001273369  7,691429E-5
-457,08  2,519219E-8  0  0,0001324653  8,743651E-5
-456,3475  2,864609E-8  0  0,0001369883  9,939975E-5
-455,615  3,306979E-8  0  0,0001418315  0,0001138139
-454,8825  3,87816E-8  0  0,0001471198  0,0001309098
-454,15  4,552393E-8  0  0,0001518805  0,000149854
-453,4175  5,241843E-8  0  0,0001544063  0,0001690477
-452,685  5,833781E-8  0  0,0001530673  0,0001868374
-451,9525  6,253609E-8  0  0,0001471071  0,0002022266
-451,22  6,506072E-8  0  0,0001369637  0,0002151782
-450,4875  6,659044E-8  0  0,0001239388  0,0002263396
-449,755  6,783861E-8  0  0,0001094184  0,0002363604
-449,0225  6,89861E-8  0  9,410512E-5  0,0002452149
-448,29  6,95111E-8  0  7,771226E-5  0,0002519363
-447,5575  6,850525E-8  0  5,929179E-5  0,0002549308
-446,825  6,529985E-8  0  3,799702E-5  0,0002526976
-446,0925  5,999267E-8  0  1,382345E-5  0,0002445436
-445,36  5,345367E-8  0  -1,211399E-5  0,0002308829
-444,6275  4,678718E-8  0  -3,793791E-5  0,0002129505
-443,895  4,072227E-8  0  -6,179958E-5  0,0001921018
-443,1625  3,542891E-8  0  -8,265231E-5  0,000169108
-442,43  3,080842E-8  0  -0,0001005681  0,0001438558
-441,6975  2,692351E-8  0  -0,0001164263  0,0001156219
-440,965  2,422005E-8  0  -0,0001311696  8,37531E-5
-440,2325  2,33827E-8  0  -0,0001450708  4,834417E-5
-439,5  2,489862E-8  0  -0,0001574427  1,050792E-5
-438,7675  2,865591E-8  0  -0,0001669604  -2,793116E-5
-438,035  3,396741E-8  0  -0,0001724037  -6,514883E-5
-437,3025  4,00682E-8  0  -0,0001733838  -0,0001000313
-436,57  4,666368E-8  0  -0,0001706269  -0,000132477
-435,8375  5,40492E-8  0  -0,0001656505  -0,000163123
-435,105  6,272663E-8  0  -0,0001600203  -0,0001926659
-434,3725  7,282862E-8  0  -0,0001546184  -0,0002211827
-433,64  8,373719E-8  0  -0,0001493423  -0,000247859
-432,9075  9,416016E-8  0  -0,0001433981  -0,0002712879
-432,175  1,026952E-7  0  -0,0001360025  -0,0002901699
-431,4425  1,085654E-7  0  -0,0001270684  -0,000304005
-430,71  1,119995E-7  0  -0,0001174646  -0,0003133713
-429,9775  1,139727E-7  0  -0,0001086884  -0,0003196241
-429,245  1,155279E-7  0  -0,0001021388  -0,0003241844
-428,5125  1,171559E-7  0  -9,841119E-5  -0,0003278279
-427,78  1,185631E-7  0  -9,702004E-5  -0,0003303789
-427,0475  1,189011E-7  0  -9,671039E-5  -0,0003309807
-426,315  1,173402E-7  0  -9,617277E-5  -0,000328772
-425,5825  1,136728E-7  0  -9,4747E-5  -0,0003235674
