-750,08  3,750863E-5
-749,3475  3,831732E-5
-748,615  3,915128E-5
-747,8825  4,001705E-5
-747,15  4,092192E-5
-746,4175  4,187388E-5
-745,685  4,288155E-5
-744,9525  4,395406E-5
-744,22  4,510109E-5
-743,4875  4,633275E-5
-742,755  4,765967E-5
-742,0225  4,909297E-5
-741,29  5,064429E-5
-740,5575  5,232588E-5
-739,825  5,415058E-5
-739,0925  5,613187E-5
-738,36  5,82839E-5
-737,6275  6,062141E-5
-736,895  6,315976E-5
-736,1625  6,59148E-5
-735,43  6,890281E-5
-734,6975  7,214036E-5
-733,965  7,564416E-5
-733,2325  7,943086E-5
-732,5  8,351682E-5
-731,7675  8,791793E-5
-731,035  9,264922E-5
-730,3025  9,772469E-5
-729,57  0,0001031569
-728,8375  0,0001089567
-728,105  0,0001151328
-727,3725  0,0001216916
-726,64  0,000128637
-725,9075  0,0001359695
-725,175  0,0001436869
-724,4425  0,0001517832
-723,71  0,0001602491
-722,9775  0,0001690717
-722,245  0,0001782344
-721,5125  0,0001877171
-720,78  0,0001974964
-720,0475  0,0002075458
-719,315  0,0002178358
-718,5825  0,0002283345
-717,85  0,0002390083
-717,1175  0,0002498216
-716,385  0,0002607383
-715,6525  0,0002717215
-714,92  0,0002827348
-714,1875  0,0002937423
-713,455  0,0003047095
-712,7225  0,000315604
-711,99  0,0003263952
-711,2575  0,0003370559
-710,525  0,0003475617
-709,7925  0,0003578916
-709,06  0,0003680286
-708,3275  0,0003779591
-707,595  0,0003876738
-706,8625  0,0003971669
-706,13  0,0004064365
-705,3975  0,0004154841
-704,665  0,0004243143
-703,9325  0,000432935
-703,2  0,0004413561
-702,4675  0,0004495899
-701,735  0,0004576502
-701,0025  0,0004655518
-700,27  0,0004733099
-699,5375  0,0004809401
-698,805  0,000488457
-698,0725  0,0004958748
-697,34  0,0005032057
-696,6075  0,0005104607
-695,875  0,0005176479
-695,1425  0,0005247736
-694,41  0,0005318408
-693,6775  0,0005388498
-692,945  0,0005457977
-692,2125  0,0005526781
-691,48  0,0005594817
-690,7475  0,0005661954
-690,015  0,000572803
-689,2825  0,0005792848
-688,55  0,000585618
-687,8175  0,0005917768
-687,085  0,0005977323
-686,3525  0,0006034529
-685,62  0,0006089047
-684,8875  0,0006140516
-684,155  0,0006188554
-683,4225  0,0006232768
-682,69  0,0006272751
-681,9575  0,0006308092
-681,225  0,0006338375
-680,4925  0,0006363188
-679,76  0,000638213
-679,0275  0,0006394809
-678,295  0,0006400855
-677,5625  0,0006399924
-676,83  0,00063917
-676,0975  0,0006375906
-675,365  0,0006352308
-674,6325  0,0006320718
-673,9  0,0006281004
-673,1675  0,0006233088
