-750,08  0,000106044
-747,15  0,0001241169
-744,22  0,0001452715
-741,29  0,000169974
-738,36  0,0001985739
-735,43  0,0002312814
-732,5  0,0002682107
-729,57  0,0003094645
-726,64  0,0003552051
-723,71  0,0004056519
-720,78  0,0004609735
-717,85  0,0005210962
-714,92  0,000585501
-711,99  0,0006531121
-709,06  0,0007223529
-706,13  0,0007913885
-703,2  0,0008584869
-700,27  0,0009223764
-697,34  0,0009824645
-694,41  0,00103884
-691,48  0,001092075
-688,55  0,001142915
-685,62  0,001192005
-682,69  0,001239739
-679,76  0,001286254
-676,83  0,001331491
-673,9  0,001375226
-670,97  0,00141699
-668,04  0,001455891
-665,11  0,001490459
-662,18  0,001518625
-659,25  0,001537928
-656,32  0,001545936
-653,39  0,001540735
-650,46  0,001521329
-647,53  0,001487808
-644,6  0,00144124
-641,67  0,001383366
-638,74  0,00131621
-635,81  0,001241769
-632,88  0,00116185
-629,95  0,001078054
-627,02  0,0009918703
-624,09  0,0009047687
-621,16  0,0008182496
-618,23  0,0007338135
-615,3  0,0006528721
-612,37  0,0005766391
-609,44  0,0005060485
-606,51  0,0004417302
-603,58  0,0003840483
-600,65  0,000333183
-597,72  0,000289219
-594,79  0,0002522074
-591,86  0,000222183
-588,93  0,0001991444
-586  0,0001830186
-583,07  0,0001736376
-580,14  0,0001707459
-577,21  0,0001740455
-574,28  0,0001832734
-571,35  0,0001982969
-568,42  0,0002192038
-565,49  0,000246367
-562,56  0,0002804617
-559,63  0,0003224214
-556,7  0,0003733164
-553,77  0,0004341529
-550,84  0,0005055951
-547,91  0,0005876438
-544,98  0,0006793297
-542,05  0,0007785227
-539,12  0,0008819639
-536,19  0,0009856098
-533,26  0,001085294
-530,33  0,001177612
-527,4  0,001260817
-524,47  0,001335459
-521,54  0,001404488
-518,61  0,001472667
-515,68  0,001545339
-512,75  0,001626877
-509,82  0,001719335
-506,89  0,001821778
-503,96  0,001930541
-501,03  0,00204021
-498,1  0,002144871
-495,17  0,002239099
-492,24  0,002318407
-489,31  0,002379237
-486,38  0,002418813
-483,45  0,002435203
-480,52  0,00242769
-477,59  0,002397267
-474,66  0,002346872
-471,73  0,002281033
-468,8  0,002204894
-465,87  0,002122944
-462,94  0,002037964
-460,01  0,00195065
-457,08  0,001860064
-454,15  0,001764707
-451,22  0,001663758
-448,29  0,001557991
-445,36  0,001450017
-442,43  0,001343813
-439,5  0,001243733
-436,57  0,001153457
-433,64  0,00107525
-430,71  0,001009814
-427,78  0,0009566947
-424,85  0,0009150136
-421,92  0,0008841816
-418,99  0,0008643244
-416,06  0,0008562994
-413,13  0,0008613828
-410,2  0,0008808355
-407,27  0,0009155705
-404,34  0,0009660546
-401,41  0,001032435
-398,48  0,001114779
-395,55  0,001213305
-392,62  0,001328536
-389,69  0,001461388
-386,76  0,001613257
-383,83  0,001786119
-380,9  0,001982581
-377,97  0,002205791
-375,04  0,002459103
-372,11  0,002745527
-369,18  0,003067146
-366,25  0,003424765
-363,32  0,003818034
-360,39  0,004246102
-357,46  0,004708586
-354,53  0,005206405
-351,6  0,005742015
-348,67  0,006318791
-345,74  0,006939693
-342,81  0,00760572
-339,88  0,008314801
-336,95  0,009061606
-334,02  0,009838379
-331,09  0,01063641
-328,16  0,01144749
-325,23  0,01226478
-322,3  0,01308274
-319,37  0,01389629
-316,44  0,01469994
-313,51  0,01548722
-310,58  0,0162509
-307,65  0,01698376
-304,72  0,0176795
-301,79  0,01833323
-298,86  0,0189413
-295,93  0,01950065
-293  0,02000804
-290,07  0,02045962
-287,14  0,02085109
-284,21  0,02117828
-281,28  0,02143757
-278,35  0,02162589
-275,42  0,02173991
-272,49  0,02177494
-269,56  0,02172407
-266,63  0,02157822
-263,7  0,02132735
-260,77  0,02096267
-257,84  0,02047905
-254,91  0,01987697
-251,98  0,01916347
-249,05  0,01835202
-246,12  0,01746164
-243,19  0,01651544
-240,26  0,01553885
-237,33  0,01455755
-234,4  0,01359514
-231,47  0,01267092
-228,54  0,01179808
-225,61  0,0109829
-222,68  0,0102252
-219,75  0,009520222
-216,82  0,00886141
-213,89  0,008243032
-210,96  0,007661685
-208,03  0,007116087
-205,1  0,006605661
-202,17  0,006129167
-199,24  0,005684585
-196,31  0,005270578
-193,38  0,004888758
-190,45  0,004545429
-187,52  0,004251606
-184,59  0,004020927
-181,66  0,003865961
-178,73  0,00379409
-175,8  0,003804298
-172,87  0,003885778
-169,94  0,004018786
-167,01  0,00417803
-164,08  0,004339238
-161,15  0,004489691
-158,22  0,004641977
-155,29  0,004846605
-152,36  0,005195023
-149,43  0,00580369
-146,5  0,006775419
-143,57  0,008146141
-140,64  0,009838564
-137,71  0,01165107
-134,78  0,01330332
-131,85  0,01453789
-128,92  0,01524641
-125,99  0,0155639
-123,06  0,01587269
-120,13  0,01668782
-117,2  0,01845175
-114,27  0,02132462
-111,34  0,02508382
-108,41  0,02921844
-105,48  0,03321952
-102,55  0,03695767
-99,62  0,04095983
-96,69  0,04640107
-93,76  0,05473551
-90,83  0,06706895
-87,9  0,08354191
-84,97  0,1030503
-82,04  0,1235263
-79,11  0,1427599
-76,18  0,1594603
-73,25  0,1740848
-70,32  0,1889944
-67,39  0,2077601
-64,46  0,2338228
-61,53  0,2690375
-58,6  0,3127333
-55,67  0,3617285
-52,74  0,4113275
-49,81  0,4568892
-46,88  0,4952974
-43,95  0,5257211
-41,02  0,5493964
-38,09  0,5686447
-35,16  0,5857085
-32,23  0,6020545
-29,3  0,6185053
-26,37  0,6360422
-23,44  0,6566703
-20,51  0,6835999
-17,58  0,7203128
-14,65  0,7687092
-11,72  0,8271579
-8,79  0,8895332
-5,86  0,9460203
-2,93  0,9856955
0  1
2,93  0,9856955
5,86  0,9460203
8,79  0,8895332
11,72  0,8271579
14,65  0,7687092
17,58  0,7203128
20,51  0,6835999
23,44  0,6566703
26,37  0,6360422
29,3  0,6185053
32,23  0,6020545
35,16  0,5857085
38,09  0,5686447
41,02  0,5493964
43,95  0,5257211
46,88  0,4952974
49,81  0,4568892
52,74  0,4113275
55,67  0,3617285
58,6  0,3127333
61,53  0,2690375
64,46  0,2338228
67,39  0,2077601
70,32  0,1889944
73,25  0,1740848
76,18  0,1594603
79,11  0,1427599
82,04  0,1235263
84,97  0,1030503
87,9  0,08354191
90,83  0,06706895
93,76  0,05473551
96,69  0,04640107
99,62  0,04095983
102,55  0,03695767
105,48  0,03321952
108,41  0,02921844
111,34  0,02508382
114,27  0,02132462
117,2  0,01845175
120,13  0,01668782
123,06  0,01587269
125,99  0,0155639
128,92  0,01524641
131,85  0,01453789
134,78  0,01330332
137,71  0,01165107
140,64  0,009838564
143,57  0,008146141
146,5  0,006775419
149,43  0,00580369
152,36  0,005195023
155,29  0,004846605
158,22  0,004641977
161,15  0,004489691
164,08  0,004339238
167,01  0,00417803
169,94  0,004018786
172,87  0,003885778
175,8  0,003804298
178,73  0,00379409
181,66  0,003865961
184,59  0,004020927
187,52  0,004251606
190,45  0,004545429
193,38  0,004888758
196,31  0,005270578
199,24  0,005684585
202,17  0,006129167
205,1  0,006605661
208,03  0,007116087
210,96  0,007661685
213,89  0,008243032
216,82  0,00886141
219,75  0,009520222
222,68  0,0102252
225,61  0,0109829
228,54  0,01179808
231,47  0,01267092
234,4  0,01359514
237,33  0,01455755
240,26  0,01553885
243,19  0,01651544
246,12  0,01746164
249,05  0,01835202
251,98  0,01916347
254,91  0,01987697
257,84  0,02047905
260,77  0,02096267
263,7  0,02132735
266,63  0,02157822
269,56  0,02172407
272,49  0,02177494
275,42  0,02173991
278,35  0,02162589
281,28  0,02143757
284,21  0,02117828
287,14  0,02085109
290,07  0,02045962
293  0,02000804
295,93  0,01950065
298,86  0,0189413
301,79  0,01833323
304,72  0,0176795
307,65  0,01698376
310,58  0,0162509
313,51  0,01548722
316,44  0,01469994
319,37  0,01389629
322,3  0,01308274
325,23  0,01226478
328,16  0,01144749
331,09  0,01063641
334,02  0,009838379
336,95  0,009061606
339,88  0,008314801
342,81  0,00760572
345,74  0,006939693
348,67  0,006318791
351,6  0,005742015
354,53  0,005206405
357,46  0,004708586
360,39  0,004246102
363,32  0,003818034
366,25  0,003424765
369,18  0,003067146
372,11  0,002745527
375,04  0,002459103
377,97  0,002205791
380,9  0,001982581
383,83  0,001786119
386,76  0,001613257
389,69  0,001461388
392,62  0,001328536
395,55  0,001213305
398,48  0,001114779
401,41  0,001032435
404,34  0,0009660546
407,27  0,0009155705
410,2  0,0008808355
413,13  0,0008613828
416,06  0,0008562994
418,99  0,0008643244
421,92  0,0008841816
424,85  0,0009150136
427,78  0,0009566947
430,71  0,001009814
433,64  0,00107525
436,57  0,001153457
439,5  0,001243733
442,43  0,001343813
445,36  0,001450017
448,29  0,001557991
451,22  0,001663758
454,15  0,001764707
457,08  0,001860064
460,01  0,00195065
462,94  0,002037964
465,87  0,002122944
468,8  0,002204894
471,73  0,002281033
474,66  0,002346872
477,59  0,002397267
480,52  0,00242769
483,45  0,002435203
486,38  0,002418813
489,31  0,002379237
492,24  0,002318407
495,17  0,002239099
498,1  0,002144871
501,03  0,00204021
503,96  0,001930541
506,89  0,001821778
509,82  0,001719335
512,75  0,001626877
515,68  0,001545339
518,61  0,001472667
521,54  0,001404488
524,47  0,001335459
527,4  0,001260817
530,33  0,001177612
533,26  0,001085294
536,19  0,0009856098
539,12  0,0008819639
542,05  0,0007785227
544,98  0,0006793297
547,91  0,0005876438
550,84  0,0005055951
553,77  0,0004341529
556,7  0,0003733164
559,63  0,0003224214
562,56  0,0002804617
565,49  0,000246367
568,42  0,0002192038
571,35  0,0001982969
574,28  0,0001832734
577,21  0,0001740455
580,14  0,0001707459
583,07  0,0001736376
586  0,0001830186
588,93  0,0001991444
591,86  0,000222183
594,79  0,0002522074
597,72  0,000289219
600,65  0,000333183
603,58  0,0003840483
606,51  0,0004417302
609,44  0,0005060485
612,37  0,0005766391
615,3  0,0006528721
618,23  0,0007338135
621,16  0,0008182496
624,09  0,0009047687
627,02  0,0009918703
629,95  0,001078054
632,88  0,00116185
635,81  0,001241769
638,74  0,00131621
641,67  0,001383366
644,6  0,00144124
647,53  0,001487808
650,46  0,001521329
653,39  0,001540735
656,32  0,001545936
659,25  0,001537928
662,18  0,001518625
665,11  0,001490459
668,04  0,001455891
670,97  0,00141699
673,9  0,001375226
676,83  0,001331491
679,76  0,001286254
682,69  0,001239739
685,62  0,001192005
688,55  0,001142915
691,48  0,001092075
694,41  0,00103884
697,34  0,0009824645
700,27  0,0009223764
703,2  0,0008584869
706,13  0,0007913885
709,06  0,0007223529
711,99  0,0006531121
714,92  0,000585501
717,85  0,0005210962
720,78  0,0004609735
723,71  0,0004056519
726,64  0,0003552051
729,57  0,0003094645
732,5  0,0002682107
735,43  0,0002312814
738,36  0,0001985739
741,29  0,000169974
744,22  0,0001452715
747,15  0,0001241169
