512  512
0.0  13961,48
395,2774
395,6249
395,973
396,3217
396,671
397,021
397,3715
397,7227
398,0745
398,4269
398,7799
399,1336
399,4879
399,8428
400,1984
400,5546
400,9114
401,2688
401,6269
401,9857
402,345
402,7051
403,0657
403,427
403,789
404,1516
404,5149
404,8788
405,2434
405,6086
405,9745
406,341
406,7082
407,0761
407,4446
407,8139
408,1837
408,5543
408,9255
409,2974
409,67
410,0432
410,4172
410,7918
411,1671
411,5431
411,9198
412,2971
412,6752
413,0539
413,4334
413,8135
414,1944
414,5759
414,9582
415,3411
415,7248
416,1092
416,4943
416,8801
417,2666
417,6538
418,0418
418,4304
418,8198
419,21
419,6008
419,9924
420,3847
420,7777
421,1715
421,566
421,9613
422,3573
422,754
423,1515
423,5498
423,9487
424,3485
424,749
425,1502
425,5522
425,955
426,3585
426,7628
427,1679
427,5737
427,9803
428,3877
428,7959
429,2048
429,6145
430,025
430,4363
430,8484
431,2613
431,6749
432,0894
432,5046
432,9207
433,3375
433,7552
434,1736
434,5929
435,013
435,4338
435,8555
436,2781
436,7014
437,1256
437,5505
437,9764
438,403
438,8305
439,2588
439,6879
440,1179
440,5488
440,9804
441,4129
441,8463
442,2805
442,7156
443,1515
443,5883
444,026
444,4645
444,9039
445,3441
445,7853
446,2273
446,6701
447,1139
447,5585
448,0041
448,4505
448,8978
449,346
449,7951
450,2451
450,696
451,1478
451,6005
452,0541
452,5086
452,964
453,4204
453,8777
454,3359
454,795
455,2551
455,7161
456,178
456,6408
457,1046
457,5694
458,0351
458,5017
458,9693
459,4379
459,9074
460,3778
460,8492
461,3216
461,795
462,2693
462,7446
463,2209
463,6982
464,1765
464,6557
465,1359
465,6172
466,0994
466,5826
467,0668
467,5521
468,0383
468,5256
469,0138
469,5031
469,9934
470,4848
470,9771
471,4705
471,965
472,4604
472,9569
473,4545
473,9531
474,4528
474,9535
475,4552
475,9581
476,462
476,9669
477,4729
477,9801
478,4882
478,9975
479,5079
480,0193
480,5318
481,0455
481,5602
482,076
482,593
483,111
483,6302
484,1504
484,6718
485,1944
485,718
486,2428
486,7687
487,2958
487,824
488,3533
488,8838
489,4155
489,9483
490,4822
491,0174
491,5537
492,0911
492,6298
493,1696
493,7106
494,2528
494,7962
495,3408
495,8866
496,4336
496,9818
497,5312
498,0819
498,6337
499,1868
499,7411
500,2966
500,8534
501,4114
501,9707
502,5312
503,093
503,656
504,2203
504,7858
505,3526
505,9207
506,4901
507,0607
507,6327
508,2059
508,7804
509,3563
509,9334
510,5118
511,0916
511,6727
512,2551
512,8388
513,4239
514,0103
514,598
515,1871
515,7775
516,3693
516,9624
517,5569
518,1528
518,7501
519,3487
519,9487
520,5501
521,1529
521,7571
522,3627
522,9697
523,5781
524,1879
524,7992
525,4119
526,026
526,6415
527,2585
527,877
528,4969
529,1182
529,741
530,3653
530,9911
531,6183
532,247
532,8772
533,5089
534,1421
534,7768
535,413
536,0507
536,69
537,3308
537,9731
538,6169
539,2623
539,9093
540,5577
541,2078
541,8594
542,5126
543,1674
543,8237
544,4816
545,1412
545,8023
546,465
547,1294
547,7953
548,4629
549,1321
549,803
550,4755
551,1496
551,8254
552,5029
553,182
553,8628
554,5452
555,2294
555,9152
556,6027
557,292
557,9829
558,6756
559,37
560,0661
560,7639
561,4635
562,1649
562,868
563,5728
564,2794
564,9878
565,698
566,41
567,1237
567,8393
568,5566
569,2758
569,9968
570,7196
571,4443
572,1708
572,8992
573,6294
574,3615
575,0954
575,8313
576,569
577,3086
578,0501
578,7935
579,5388
580,2861
581,0352
581,7864
582,5394
583,2944
584,0514
584,8103
585,5713
586,3342
587,099
587,8659
588,6348
589,4057
590,1787
590,9536
591,7306
592,5097
593,2908
594,0739
594,8591
595,6464
596,4358
597,2273
598,0209
598,8166
599,6144
600,4144
601,2165
602,0207
602,8271
603,6357
604,4464
605,2593
606,0744
606,8917
607,7112
608,5329
609,3569
610,183
611,0114
611,8421
612,6751
613,5103
614,3477
615,1875
616,0296
616,874
617,7207
618,5697
619,4211
620,2748
621,1309
621,9893
622,8501
623,7133
624,5789
625,4469
626,3173
627,1901
628,0654
628,9431
629,8233
630,706
631,5911
632,4787
633,3688
634,2614
635,1566
636,0542
636,9544
637,8572
638,7625
639,6704
640,5809
641,494
642,4097
643,328
644,2489
645,1725
646,0987
647,0276
647,9592
648,8934
649,8303
650,77
651,7124
652,6575
653,6053
654,556
655,5093
656,4655
657,4245
658,3862
659,3508
660,3182
661,2885
662,2616
663,2376
664,2164
665,1982
666,1828
667,1704
668,1609
669,1544
670,1508
671,1502
672,1525
673,1579
674,1663
675,1777
676,1921
677,2096
678,2302
679,2539
680,2806
681,3104
682,3434
683,3795
684,4188
685,4612
686,5068
687,5556
688,6076
689,6629
690,7214
691,7831
692,8481
693,9164
694,988
696,0629
697,1411
698,2227
699,3076
700,3959
701,4876
702,5827
703,6812
704,7832
705,8887
706,9976
708,11
709,2259
710,3453
711,4683
712,5948
713,7249
714,8586
715,9958
717,1368
-750,08
-747,15
-744,22
-741,29
-738,36
-735,43
-732,5
-729,57
-726,64
-723,71
-720,78
-717,85
-714,92
-711,99
-709,06
-706,13
-703,2
-700,27
-697,34
-694,41
-691,48
-688,55
-685,62
-682,69
-679,76
-676,83
-673,9
-670,97
-668,04
-665,11
-662,18
-659,25
-656,32
-653,39
-650,46
-647,53
-644,6
-641,67
-638,74
-635,81
-632,88
-629,95
-627,02
-624,09
-621,16
-618,23
-615,3
-612,37
-609,44
-606,51
-603,58
-600,65
-597,72
-594,79
-591,86
-588,93
-586
-583,07
-580,14
-577,21
-574,28
-571,35
-568,42
-565,49
-562,56
-559,63
-556,7
-553,77
-550,84
-547,91
-544,98
-542,05
-539,12
-536,19
-533,26
-530,33
-527,4
-524,47
-521,54
-518,61
-515,68
-512,75
-509,82
-506,89
-503,96
-501,03
-498,1
-495,17
-492,24
-489,31
-486,38
-483,45
-480,52
-477,59
-474,66
-471,73
-468,8
-465,87
-462,94
-460,01
-457,08
-454,15
-451,22
-448,29
-445,36
-442,43
-439,5
-436,57
-433,64
-430,71
-427,78
-424,85
-421,92
-418,99
-416,06
-413,13
-410,2
-407,27
-404,34
-401,41
-398,48
-395,55
-392,62
-389,69
-386,76
-383,83
-380,9
-377,97
-375,04
-372,11
-369,18
-366,25
-363,32
-360,39
-357,46
-354,53
-351,6
-348,67
-345,74
-342,81
-339,88
-336,95
-334,02
-331,09
-328,16
-325,23
-322,3
-319,37
-316,44
-313,51
-310,58
-307,65
-304,72
-301,79
-298,86
-295,93
-293
-290,07
-287,14
-284,21
-281,28
-278,35
-275,42
-272,49
-269,56
-266,63
-263,7
-260,77
-257,84
-254,91
-251,98
-249,05
-246,12
-243,19
-240,26
-237,33
-234,4
-231,47
-228,54
-225,61
-222,68
-219,75
-216,82
-213,89
-210,96
-208,03
-205,1
-202,17
-199,24
-196,31
-193,38
-190,45
-187,52
-184,59
