-640  2,360281E-6
-637,5  2,579865E-6
-635  2,820416E-6
-632,5  3,083818E-6
-630  3,372058E-6
-627,5  3,687221E-6
-625  4,031472E-6
-622,5  4,407054E-6
-620  4,816269E-6
-617,5  5,26147E-6
-615  5,745047E-6
-612,5  6,269416E-6
-610  6,837007E-6
-607,5  7,450251E-6
-605  8,111559E-6
-602,5  8,823314E-6
-600  9,587841E-6
-597,5  1,040739E-5
-595  1,12841E-5
-592,5  1,221999E-5
-590  1,321689E-5
-587,5  1,427645E-5
-585  1,540008E-5
-582,5  1,658891E-5
-580  1,78438E-5
-577,5  1,916526E-5
-575  2,055347E-5
-572,5  2,200822E-5
-570  2,352895E-5
-567,5  2,511471E-5
-565  2,676416E-5
-562,5  2,847565E-5
-560  3,024714E-5
-557,5  3,207634E-5
-555  3,396071E-5
-552,5  3,589754E-5
-550  3,788404E-5
-547,5  3,991743E-5
-545  4,199506E-5
-542,5  4,411457E-5
-540  4,627403E-5
-537,5  4,847218E-5
-535  5,070856E-5
-532,5  5,298383E-5
-530  5,530001E-5
-527,5  5,766077E-5
-525  6,007177E-5
-522,5  6,254105E-5
-520  6,507937E-5
-517,5  6,770067E-5
-515  7,042253E-5
-512,5  7,326667E-5
-510  7,625944E-5
-507,5  7,943241E-5
-505  8,282293E-5
-502,5  8,64748E-5
-500  9,043881E-5
-497,5  9,477353E-5
-495  9,954589E-5
-492,5  0,000104832
-490  0,0001107176
-487,5  0,0001172994
-485  0,0001246849
-482,5  0,0001329941
-480  0,0001423594
-477,5  0,0001529269
-475  0,0001648567
-472,5  0,0001783238
-470  0,0001935186
-467,5  0,0002106475
-465  0,0002299333
-462,5  0,000251616
-460  0,0002759526
-457,5  0,0003032179
-455  0,0003337043
-452,5  0,0003677221
-450  0,0004055993
-447,5  0,0004476816
-445  0,0004943316
-442,5  0,0005459291
-440  0,0006028696
-437,5  0,0006655641
-435  0,0007344377
-432,5  0,0008099285
-430  0,0008924864
-427,5  0,0009825713
-425  0,001080651
-422,5  0,001187201
-420  0,001302699
-417,5  0,001427625
-415  0,00156246
-412,5  0,00170768
-410  0,001863755
-407,5  0,002031146
-405  0,002210303
-402,5  0,002401658
-400  0,002605627
-397,5  0,002822603
-395  0,003052954
-392,5  0,00329702
-390  0,003555109
-387,5  0,003827493
-385  0,004114408
-382,5  0,004416046
-380  0,004732559
-377,5  0,00506405
-375  0,005410575
-372,5  0,005772141
-370  0,006148701
-367,5  0,006540159
-365  0,006946364
-362,5  0,007367112
-360  0,007802146
-357,5  0,008251158
-355  0,00871379
-352,5  0,009189636
-350  0,009678242
-347,5  0,01017911
-345  0,01069172
-342,5  0,01121549
-340  0,01174983
-337,5  0,01229412
-335  0,01284774
-332,5  0,01341003
-330  0,01398036
-327,5  0,0145581
-325  0,01514264
-322,5  0,01573339
-320  0,01632981
-317,5  0,0169314
-315  0,01753774
-312,5  0,01814848
-310  0,01876333
-307,5  0,01938214
-305  0,02000484
-302,5  0,0206315
-300  0,02126233
-297,5  0,02189769
-295  0,02253812
-292,5  0,02318433
-290  0,02383723
-287,5  0,02449796
-285  0,02516788
-282,5  0,02584859
-280  0,02654195
-277,5  0,02725011
-275  0,02797548
-272,5  0,02872082
-270  0,02948915
-267,5  0,03028386
-265  0,03110866
-262,5  0,03196762
-260  0,03286516
-257,5  0,03380606
-255  0,03479548
-252,5  0,03583894
-250  0,03694235
-247,5  0,03811197
-245  0,03935446
-242,5  0,04067684
-240  0,04208649
-237,5  0,04359117
-235  0,04519898
-232,5  0,0469184
-230  0,04875822
-227,5  0,05072758
-225  0,05283593
-222,5  0,05509302
-220  0,05750887
-217,5  0,06009372
-215  0,06285806
-212,5  0,06581254
-210  0,06896793
-207,5  0,07233514
-205  0,07592511
-202,5  0,0797488
-200  0,08381715
-197,5  0,08814105
-195  0,09273129
-192,5  0,0975985
-190  0,1027532
-187,5  0,1082055
-185  0,1139656
-182,5  0,120043
-180  0,1264471
-177,5  0,1331868
-175  0,1402706
-172,5  0,1477064
-170  0,1555016
-167,5  0,1636629
-165  0,1721965
-162,5  0,1811077
-160  0,1904013
-157,5  0,2000812
-155  0,2101506
-152,5  0,2206116
-150  0,2314659
-147,5  0,2427137
-145  0,2543545
-142,5  0,2663865
-140  0,2788068
-137,5  0,291611
-135  0,3047931
-132,5  0,3183457
-130  0,3322593
-127,5  0,3465231
-125  0,3611239
-122,5  0,3760469
-120  0,3912757
-117,5  0,4067918
-115  0,4225756
-112,5  0,4386059
-110  0,4548608
-107,5  0,4713174
-105  0,4879527
-102,5  0,5047437
-100  0,5216674
-97,5  0,5387015
-95  0,5558242
-92,5  0,5730144
-90  0,5902512
-87,5  0,6075142
-85  0,6247825
-82,5  0,642034
-80  0,6592454
-77,5  0,6763906
-75  0,6934407
-72,5  0,7103631
-70  0,7271211
-67,5  0,7436743
-65  0,7599789
-62,5  0,7759883
-60  0,7916547
-57,5  0,8069305
-55  0,8217704
-52,5  0,8361326
-50  0,8499816
-47,5  0,8632885
-45  0,8760325
-42,5  0,8882008
-40  0,8997881
-37,5  0,9107949
-35  0,9212257
-32,5  0,9310859
-30  0,9403796
-27,5  0,9491062
-25  0,957258
-22,5  0,9648186
-20  0,9717623
-17,5  0,9780538
-15  0,9836503
-12,5  0,9885035
-10  0,992563
-7,5  0,9957803
-5  0,9981126
-2,5  0,9995263
0  1
2,5  0,9995263
5  0,9981126
7,5  0,9957803
10  0,992563
12,5  0,9885035
15  0,9836503
17,5  0,9780538
20  0,9717623
22,5  0,9648186
25  0,957258
27,5  0,9491062
30  0,9403796
32,5  0,9310859
35  0,9212257
37,5  0,9107949
40  0,8997881
42,5  0,8882008
45  0,8760325
47,5  0,8632885
50  0,8499816
52,5  0,8361326
55  0,8217704
57,5  0,8069305
60  0,7916547
62,5  0,7759883
65  0,7599789
67,5  0,7436743
70  0,7271211
72,5  0,7103631
75  0,6934407
77,5  0,6763906
80  0,6592454
82,5  0,642034
85  0,6247825
87,5  0,6075142
90  0,5902512
92,5  0,5730144
95  0,5558242
97,5  0,5387015
100  0,5216674
102,5  0,5047437
105  0,4879527
107,5  0,4713174
110  0,4548608
112,5  0,4386059
115  0,4225756
117,5  0,4067918
120  0,3912757
122,5  0,3760469
125  0,3611239
127,5  0,3465231
130  0,3322593
132,5  0,3183457
135  0,3047931
137,5  0,291611
140  0,2788068
142,5  0,2663865
145  0,2543545
147,5  0,2427137
150  0,2314659
152,5  0,2206116
155  0,2101506
157,5  0,2000812
160  0,1904013
162,5  0,1811077
165  0,1721965
167,5  0,1636629
170  0,1555016
172,5  0,1477064
175  0,1402706
177,5  0,1331868
180  0,1264471
182,5  0,120043
185  0,1139656
187,5  0,1082055
190  0,1027532
192,5  0,0975985
195  0,09273129
197,5  0,08814105
200  0,08381715
202,5  0,0797488
205  0,07592511
207,5  0,07233514
210  0,06896793
212,5  0,06581254
215  0,06285806
217,5  0,06009372
220  0,05750887
222,5  0,05509302
225  0,05283593
227,5  0,05072758
230  0,04875822
232,5  0,0469184
235  0,04519898
237,5  0,04359117
240  0,04208649
242,5  0,04067684
245  0,03935446
247,5  0,03811197
250  0,03694235
252,5  0,03583894
255  0,03479548
257,5  0,03380606
260  0,03286516
262,5  0,03196762
265  0,03110866
267,5  0,03028386
270  0,02948915
272,5  0,02872082
275  0,02797548
277,5  0,02725011
280  0,02654195
282,5  0,02584859
285  0,02516788
287,5  0,02449796
290  0,02383723
292,5  0,02318433
295  0,02253812
297,5  0,02189769
300  0,02126233
302,5  0,0206315
305  0,02000484
307,5  0,01938214
310  0,01876333
312,5  0,01814848
315  0,01753774
317,5  0,0169314
320  0,01632981
322,5  0,01573339
325  0,01514264
327,5  0,0145581
330  0,01398036
332,5  0,01341003
335  0,01284774
337,5  0,01229412
340  0,01174983
342,5  0,01121549
345  0,01069172
347,5  0,01017911
350  0,009678242
352,5  0,009189636
355  0,00871379
357,5  0,008251158
360  0,007802146
362,5  0,007367112
365  0,006946364
367,5  0,006540159
370  0,006148701
372,5  0,005772141
375  0,005410575
377,5  0,00506405
380  0,004732559
382,5  0,004416046
385  0,004114408
387,5  0,003827493
390  0,003555109
392,5  0,00329702
395  0,003052954
397,5  0,002822603
400  0,002605627
402,5  0,002401658
405  0,002210303
407,5  0,002031146
410  0,001863755
412,5  0,00170768
415  0,00156246
417,5  0,001427625
420  0,001302699
422,5  0,001187201
425  0,001080651
427,5  0,0009825713
430  0,0008924864
432,5  0,0008099285
435  0,0007344377
437,5  0,0006655641
440  0,0006028696
442,5  0,0005459291
445  0,0004943316
447,5  0,0004476816
450  0,0004055993
452,5  0,0003677221
455  0,0003337043
457,5  0,0003032179
460  0,0002759526
462,5  0,000251616
465  0,0002299333
467,5  0,0002106475
470  0,0001935186
472,5  0,0001783238
475  0,0001648567
477,5  0,0001529269
480  0,0001423594
482,5  0,0001329941
485  0,0001246849
487,5  0,0001172994
490  0,0001107176
492,5  0,000104832
495  9,954589E-5
497,5  9,477353E-5
500  9,043881E-5
502,5  8,64748E-5
505  8,282293E-5
507,5  7,943241E-5
510  7,625944E-5
512,5  7,326667E-5
515  7,042253E-5
517,5  6,770067E-5
520  6,507937E-5
522,5  6,254105E-5
525  6,007177E-5
527,5  5,766077E-5
530  5,530001E-5
532,5  5,298383E-5
535  5,070856E-5
537,5  4,847218E-5
540  4,627403E-5
542,5  4,411457E-5
545  4,199506E-5
547,5  3,991743E-5
550  3,788404E-5
552,5  3,589754E-5
555  3,396071E-5
557,5  3,207634E-5
560  3,024714E-5
562,5  2,847565E-5
565  2,676416E-5
567,5  2,511471E-5
570  2,352895E-5
572,5  2,200822E-5
575  2,055347E-5
577,5  1,916526E-5
580  1,78438E-5
582,5  1,658891E-5
585  1,540008E-5
587,5  1,427645E-5
590  1,321689E-5
592,5  1,221999E-5
595  1,12841E-5
597,5  1,040739E-5
600  9,587841E-6
602,5  8,823314E-6
605  8,111559E-6
607,5  7,450251E-6
610  6,837007E-6
612,5  6,269416E-6
