-896  0  8,749085E-7  0  4,442003E-8  670,5297
-892,5  0  8,945577E-7  0  4,439614E-8  669,6944
-889  0  9,072044E-7  0  4,451453E-8  668,8612
-885,5  0  9,238679E-7  0  4,445271E-8  668,03
-882  0  9,542139E-7  0  4,454565E-8  667,201
-878,5  0  1,001946E-6  0  4,444357E-8  666,3739
-875  0  1,067649E-6  0  4,450947E-8  665,549
-871,5  0  1,153081E-6  0  4,436719E-8  664,726
-868  0  1,263181E-6  0  4,440662E-8  663,9051
-864,5  0  1,406059E-6  0  4,422435E-8  663,0863
-861  0  1,590802E-6  0  4,423779E-8  662,2694
-857,5  0  1,823813E-6  0  4,401496E-8  661,4546
-854  0  2,106101E-6  0  4,400211E-8  660,6417
-850,5  0  2,434599E-6  0  4,373935E-8  659,8309
-847  0  2,806444E-6  0  4,370093E-8  659,022
-843,5  0  3,222507E-6  0  4,339994E-8  658,2151
-840  0  3,691961E-6  0  4,333728E-8  657,4102
-836,5  0  4,236536E-6  0  4,300007E-8  656,6073
-833  0  4,887802E-6  0  4,291298E-8  655,8063
-829,5  0  5,682316E-6  0  4,253869E-8  655,0073
-826  0  6,659631E-6  0  4,242526E-8  654,2102
-822,5  0  7,862296E-6  0  4,201817E-8  653,4151
-819  0  9,342171E-6  0  4,187993E-8  652,6218
-815,5  0  1,117032E-5  0  4,144565E-8  651,8305
-812  0  1,3443E-5  0  4,127856E-8  651,0412
-808,5  0  1,627966E-5  0  4,081589E-8  650,2537
-805  0  1,98114E-5  0  4,061961E-8  649,4681
-801,5  0  2,416502E-5  0  4,01353E-8  648,6845
-798  0  2,945289E-5  0  3,991062E-8  647,9027
-794,5  0  3,577833E-5  0  3,941014E-8  647,1228
-791  0  4,325899E-5  0  3,914885E-8  646,3448
-787,5  0  5,206028E-5  0  3,863448E-8  645,5686
-784  0  6,242501E-5  0  3,833835E-8  644,7943
-780,5  0  7,468435E-5  0  3,781876E-8  644,0219
-777  0  8,924425E-5  0  3,74905E-8  643,2513
-773,5  0  0,0001065534  0  3,696499E-8  642,4826
